datadate,fyearq,fqtr,tic,conm,atq,ceqq,cheq,chq,cshoq,dlcq,dpq,intanq,ltq,niq,pstkq,pstkrq,seqq,txditcq,xsgaq,capxy,epspxy,costat,mkvaltq,sic
20100331,2010.0,1.0,AAL,AMERICAN AIRLINES GROUP INC,25525.0,-3892.0,5006.0,189.0,333.06,1140.0,267.0,981.0,29417.0,-505.0,0.0,0.0,-3892.0,0.0,739.0,317.0,-1.52,A,3034.1766,4512.0
20100630,2010.0,2.0,AAL,AMERICAN AIRLINES GROUP INC,25885.0,-3930.0,5545.0,197.0,333.06,1829.0,267.0,974.0,29815.0,-11.0,0.0,0.0,-3930.0,0.0,636.0,729.0,-1.55,A,2258.1468,4512.0
20100930,2010.0,3.0,AAL,AMERICAN AIRLINES GROUP INC,25357.0,-3643.0,5004.0,202.0,333.06,1776.0,274.0,967.0,29000.0,143.0,0.0,0.0,-3643.0,0.0,659.0,1412.0,-1.12,A,2088.2862,4512.0
20101231,2010.0,4.0,AAL,AMERICAN AIRLINES GROUP INC,25088.0,-3945.0,4946.0,168.0,333.45,1883.0,285.0,932.0,29033.0,-98.0,0.0,0.0,-3945.0,,695.0,1962.0,-1.41,A,2597.5755,4512.0
20110331,2011.0,1.0,AAL,AMERICAN AIRLINES GROUP INC,27113.0,-3949.0,6254.0,286.0,333.06,1962.0,276.0,925.0,31062.0,-436.0,0.0,0.0,-3949.0,,731.0,359.0,-1.31,A,2151.5676,4512.0
20110630,2011.0,2.0,AAL,AMERICAN AIRLINES GROUP INC,25787.0,-4509.0,5633.0,318.0,335.06,1830.0,266.0,919.0,30296.0,-286.0,0.0,0.0,-4509.0,,712.0,748.0,-2.16,A,1809.324,4512.0
20110930,2011.0,3.0,AAL,AMERICAN AIRLINES GROUP INC,24719.0,-4833.0,4770.0,304.0,335.06,1453.0,273.0,912.0,29552.0,-162.0,0.0,0.0,-4833.0,,739.0,1234.0,-2.64,A,991.7776,4512.0
20111231,2011.0,4.0,AAL,AMERICAN AIRLINES GROUP INC,23848.0,-7111.0,4739.0,283.0,335.268,1518.0,271.0,894.0,30959.0,-1095.0,0.0,0.0,-7111.0,,725.0,1610.0,-5.91,A,117.3438,4512.0
20120331,2012.0,1.0,AAL,AMERICAN AIRLINES GROUP INC,24511.0,-8686.0,5590.0,375.0,335.06,1659.0,260.0,887.0,33197.0,-1660.0,0.0,0.0,-8686.0,,703.0,238.0,-4.95,A,164.8495,4512.0
20120630,2012.0,2.0,AAL,AMERICAN AIRLINES GROUP INC,24726.0,-8968.0,5752.0,371.0,335.06,1654.0,261.0,881.0,33694.0,-240.0,0.0,0.0,-8968.0,,744.0,733.0,-5.67,A,183.9479,4512.0
20120930,2012.0,3.0,AAL,AMERICAN AIRLINES GROUP INC,23927.0,-7375.0,5073.0,508.0,335.06,1544.0,255.0,875.0,31302.0,-239.0,0.0,0.0,-7375.0,,720.0,1153.0,-6.38,A,122.2969,4512.0
20121231,2012.0,4.0,AAL,AMERICAN AIRLINES GROUP INC,23510.0,-7987.0,4742.0,480.0,335.292,1419.0,239.0,869.0,31497.0,263.0,0.0,0.0,-7987.0,,725.0,1888.0,-5.6,A,266.5571,4512.0
20130331,2013.0,1.0,AAL,AMERICAN AIRLINES GROUP INC,23852.0,-8376.0,5097.0,606.0,335.06,1286.0,246.0,863.0,32228.0,-341.0,0.0,0.0,-8376.0,,1126.0,885.0,-1.37,A,1390.499,4512.0
20130630,2013.0,2.0,AAL,AMERICAN AIRLINES GROUP INC,26216.0,-8216.0,7073.0,604.0,335.06,1327.0,248.0,859.0,34432.0,219.0,0.0,0.0,-8216.0,,1130.0,1804.0,-0.49,A,1350.2918,4512.0
20130930,2013.0,3.0,AAL,AMERICAN AIRLINES GROUP INC,26780.0,-7922.0,7698.0,717.0,335.06,1359.0,245.0,853.0,34702.0,289.0,0.0,0.0,-7922.0,,1164.0,2400.0,0.5,A,1377.0966,4512.0
20131231,2013.0,4.0,AAL,AMERICAN AIRLINES GROUP INC,42278.0,-2731.0,10286.0,1140.0,261.069,1446.0,282.0,6397.0,45009.0,-2001.0,0.0,0.0,-2731.0,,1252.0,3114.0,-11.25,A,6591.9923,4512.0
20140331,2014.0,1.0,AAL,AMERICAN AIRLINES GROUP INC,43737.0,1095.0,10611.0,1259.0,649.953,1441.0,360.0,6408.0,42642.0,480.0,0.0,0.0,1095.0,,1656.0,1047.0,0.66,A,23788.2798,4512.0
20140630,2014.0,2.0,AAL,AMERICAN AIRLINES GROUP INC,44811.0,4086.0,10341.0,1210.0,720.502,1523.0,369.0,6419.0,40725.0,863.0,0.0,0.0,4086.0,,1686.0,2678.0,1.86,A,30952.7659,4512.0
20140930,2014.0,3.0,AAL,AMERICAN AIRLINES GROUP INC,44173.0,4971.0,8774.0,1178.0,717.258,1439.0,387.0,6394.0,39202.0,942.0,0.0,0.0,4971.0,,1625.0,4006.0,3.17,A,25448.3138,4512.0
20141231,2014.0,4.0,AAL,AMERICAN AIRLINES GROUP INC,43771.0,2021.0,8077.0,994.0,697.475,1708.0,396.0,6331.0,41750.0,597.0,0.0,0.0,2021.0,,1587.0,5311.0,4.02,A,37405.5843,4512.0
20150331,2015.0,1.0,AAL,AMERICAN AIRLINES GROUP INC,46754.0,2764.0,9930.0,1048.0,693.801,1284.0,396.0,6372.0,43990.0,932.0,0.0,0.0,2764.0,,1567.0,1409.0,1.34,A,36618.8168,4512.0
20150630,2015.0,2.0,AAL,AMERICAN AIRLINES GROUP INC,47868.0,3636.0,9666.0,952.0,678.289,1642.0,403.0,6365.0,44232.0,1704.0,0.0,0.0,3636.0,,1651.0,3139.0,3.81,A,27087.4712,4512.0
20150930,2015.0,3.0,AAL,AMERICAN AIRLINES GROUP INC,48715.0,3762.0,9583.0,1016.0,640.108,1712.0,401.0,6352.0,44953.0,1693.0,0.0,0.0,3762.0,,1697.0,4621.0,6.34,A,24855.3936,4512.0
20151231,2015.0,4.0,AAL,AMERICAN AIRLINES GROUP INC,48415.0,5635.0,6949.0,390.0,624.622,2231.0,416.0,6340.0,42780.0,3281.0,0.0,0.0,5635.0,0.0,1626.0,6151.0,11.39,A,26452.7417,4512.0
20160331,2016.0,1.0,AAL,AMERICAN AIRLINES GROUP INC,49909.0,4710.0,7621.0,495.0,585.658,2610.0,423.0,6327.0,45199.0,700.0,0.0,0.0,4710.0,0.0,1574.0,1557.0,1.15,A,24017.8346,4512.0
20160630,2016.0,2.0,AAL,AMERICAN AIRLINES GROUP INC,51051.0,4312.0,7758.0,446.0,537.141,1715.0,446.0,6304.0,46739.0,950.0,0.0,0.0,4312.0,0.0,1669.0,3063.0,2.82,A,15206.4617,4512.0
20160930,2016.0,3.0,AAL,AMERICAN AIRLINES GROUP INC,51108.0,4391.0,7390.0,381.0,519.161,1798.0,477.0,6280.0,46717.0,737.0,0.0,0.0,4391.0,0.0,1732.0,4271.0,4.23,A,19006.4842,4512.0
20161231,2016.0,4.0,AAL,AMERICAN AIRLINES GROUP INC,51274.0,3785.0,6997.0,322.0,507.294,1855.0,480.0,6264.0,47489.0,289.0,0.0,0.0,3785.0,11.0,1677.0,5731.0,4.85,A,23685.5569,4512.0
20170331,2017.0,1.0,AAL,AMERICAN AIRLINES GROUP INC,52627.0,3457.0,7219.0,374.0,495.75,1714.0,484.0,6327.0,49170.0,340.0,0.0,0.0,3457.0,,1704.0,1714.0,0.67,A,20970.225,4512.0
20170630,2017.0,2.0,AAL,AMERICAN AIRLINES GROUP INC,53336.0,3715.0,7440.0,386.0,487.662,2334.0,495.0,6315.0,49621.0,864.0,0.0,0.0,3715.0,,1808.0,3194.0,2.42,A,24539.1518,4512.0
20170930,2017.0,3.0,AAL,AMERICAN AIRLINES GROUP INC,52401.0,3948.0,6161.0,340.0,480.0,2467.0,511.0,6305.0,48453.0,661.0,0.0,0.0,3948.0,,1864.0,4563.0,3.78,A,22795.2,4512.0
20171231,2017.0,4.0,AAL,AMERICAN AIRLINES GROUP INC,51396.0,3926.0,5384.0,295.0,475.508,2554.0,527.0,6294.0,47470.0,-583.0,0.0,0.0,3926.0,33.0,1864.0,5971.0,2.62,A,24740.6812,4512.0
20180331,2018.0,1.0,AAL,AMERICAN AIRLINES GROUP INC,53280.0,-1018.0,5585.0,297.0,467.39,2793.0,522.0,6284.0,54298.0,159.0,0.0,0.0,-1018.0,,1862.0,779.0,0.34,A,24285.5844,4512.0
20180630,2018.0,2.0,AAL,AMERICAN AIRLINES GROUP INC,52622.0,-869.0,4857.0,293.0,460.502,2213.0,541.0,6248.0,53491.0,557.0,0.0,0.0,-869.0,,1942.0,1731.0,1.53,A,17480.6559,4512.0
20180930,2018.0,3.0,AAL,AMERICAN AIRLINES GROUP INC,52635.0,-568.0,5009.0,303.0,460.559,2493.0,544.0,6238.0,53203.0,372.0,0.0,0.0,-568.0,,1891.0,2736.0,2.34,A,19034.9035,4512.0
20181231,2018.0,4.0,AAL,AMERICAN AIRLINES GROUP INC,60580.0,-169.0,4914.0,275.0,460.611,4948.0,550.0,6228.0,60749.0,324.0,0.0,0.0,-169.0,10.0,1875.0,3745.0,3.04,A,14790.2192,4512.0
20190331,2019.0,1.0,AAL,AMERICAN AIRLINES GROUP INC,60787.0,-636.0,4505.0,337.0,444.216,4999.0,559.0,6206.0,61423.0,185.0,0.0,0.0,-636.0,,1866.0,1305.0,0.41,A,14108.3002,4512.0
20190630,2019.0,2.0,AAL,AMERICAN AIRLINES GROUP INC,61967.0,-22.0,5564.0,319.0,445.262,5139.0,572.0,6196.0,61989.0,662.0,0.0,0.0,-22.0,,1924.0,2323.0,1.89,A,14519.9938,4512.0
20190930,2019.0,3.0,AAL,AMERICAN AIRLINES GROUP INC,61175.0,160.0,5326.0,312.0,438.035,5280.0,584.0,6186.0,61015.0,425.0,0.0,0.0,160.0,,2021.0,3129.0,2.85,A,11813.804,4512.0
20191231,2019.0,4.0,AAL,AMERICAN AIRLINES GROUP INC,59995.0,-118.0,3984.0,280.0,428.203,4569.0,603.0,6175.0,60113.0,414.0,0.0,0.0,-118.0,29.0,1906.0,4268.0,3.8,A,12280.862,4512.0
20200331,2020.0,1.0,AAL,AMERICAN AIRLINES GROUP INC,58580.0,-2636.0,3733.0,474.0,422.887,5270.0,643.0,6150.0,61216.0,-2241.0,0.0,0.0,-2636.0,,1655.0,845.0,-5.26,A,5154.9925,4512.0
20200630,2020.0,2.0,AAL,AMERICAN AIRLINES GROUP INC,64544.0,-3169.0,10352.0,462.0,508.556,4379.0,584.0,6140.0,67713.0,-2067.0,0.0,0.0,-3169.0,,657.0,1233.0,-10.08,A,6646.8269,4512.0
20200930,2020.0,3.0,AAL,AMERICAN AIRLINES GROUP INC,62773.0,-5528.0,8792.0,253.0,508.604,4446.0,577.0,6130.0,68301.0,-2399.0,0.0,0.0,-5528.0,,795.0,1810.0,-14.76,A,6250.7432,4512.0
20201231,2020.0,4.0,AAL,AMERICAN AIRLINES GROUP INC,62008.0,-6867.0,7473.0,245.0,621.48,4448.0,561.0,6120.0,68875.0,-2178.0,0.0,0.0,-6867.0,9.0,792.0,1958.0,-18.36,A,9800.7396,4512.0
20210331,2021.0,1.0,AAL,AMERICAN AIRLINES GROUP INC,68649.0,-7945.0,14845.0,277.0,641.374,4039.0,559.0,6110.0,76594.0,-1250.0,0.0,0.0,-7945.0,,867.0,-19.0,-1.97,A,15328.8386,4512.0
20210630,2021.0,2.0,AAL,AMERICAN AIRLINES GROUP INC,72464.0,-7667.0,18949.0,325.0,647.446,4385.0,559.0,6099.0,80131.0,19.0,0.0,0.0,-7667.0,,1235.0,-118.0,-1.92,A,13732.3297,4512.0
20210930,2021.0,3.0,AAL,AMERICAN AIRLINES GROUP INC,68437.0,-7437.0,15459.0,293.0,647.477,4040.0,557.0,6089.0,75874.0,170.0,0.0,0.0,-7437.0,,1427.0,25.0,-1.65,A,13286.228,4512.0
20100331,2010.0,1.0,PNW,PINNACLE WEST CAPITAL CORP,11934.919,3213.933,3.528,3.528,101.534,779.242,100.634,169.912,8604.919,-6.014,0.0,0.0,3213.933,1582.66,,205.634,0.06,A,3830.8778,4911.0
20100630,2010.0,2.0,PNW,PINNACLE WEST CAPITAL CORP,12158.2,3479.548,50.502,50.502,108.511,463.372,102.995,168.233,8565.197,114.797,0.0,0.0,3479.548,1696.99,,384.974,0.91,A,3945.46,4911.0
20100930,2010.0,3.0,PNW,PINNACLE WEST CAPITAL CORP,12435.487,3716.926,195.915,195.915,108.71,238.513,104.177,178.666,8607.258,233.92,0.0,0.0,3716.926,1868.86,,565.26,3.02,A,4486.4617,4911.0
20101231,2010.0,4.0,PNW,PINNACLE WEST CAPITAL CORP,12362.703,3683.327,110.188,110.188,108.77,648.479,106.673,184.952,8587.477,7.35,0.0,0.0,3683.327,1833.566,,765.152,3.05,A,4508.5165,4911.0
20110331,2011.0,1.0,PNW,PINNACLE WEST CAPITAL CORP,12302.89,3631.411,114.193,114.193,109.017,849.575,106.583,182.855,8574.119,-15.135,0.0,0.0,3631.411,1775.368,,195.129,-0.14,A,4664.8374,4911.0
20110630,2011.0,2.0,PNW,PINNACLE WEST CAPITAL CORP,12474.08,3613.705,92.274,92.274,109.111,910.816,106.617,177.845,8758.47,86.685,0.0,0.0,3613.705,1825.077,,394.704,0.64,A,4864.1684,4911.0
20110930,2011.0,3.0,PNW,PINNACLE WEST CAPITAL CORP,13150.363,3894.085,564.712,564.712,109.171,876.363,106.35,176.401,9147.368,255.359,0.0,0.0,3894.085,1955.458,,657.632,2.9,A,4687.8027,4911.0
20111231,2011.0,4.0,PNW,PINNACLE WEST CAPITAL CORP,13111.018,3821.85,33.583,33.583,109.246,477.435,107.504,170.571,9180.432,12.564,0.0,0.0,3821.85,1925.388,,902.708,3.01,A,5263.4723,4911.0
20120331,2012.0,1.0,PNW,PINNACLE WEST CAPITAL CORP,13183.914,3744.917,20.71,20.71,109.372,318.308,100.109,,9322.485,-8.257,0.0,0.0,3744.917,1918.995,,244.124,-0.07,A,5238.9188,4911.0
20120630,2012.0,2.0,PNW,PINNACLE WEST CAPITAL CORP,13214.407,3778.035,11.228,11.228,109.54,166.962,100.606,,9315.07,122.345,0.0,0.0,3778.035,1946.54,,431.373,1.06,A,5667.5996,4911.0
20120930,2012.0,3.0,PNW,PINNACLE WEST CAPITAL CORP,13460.286,4056.242,79.479,79.479,109.589,90.36,100.353,,9274.702,244.823,0.0,0.0,4056.242,2115.316,,681.112,3.29,A,5786.2992,4911.0
20121231,2012.0,4.0,PNW,PINNACLE WEST CAPITAL CORP,13379.615,3972.806,26.202,26.202,109.743,215.003,103.268,,9277.326,22.631,0.0,0.0,3972.806,2151.371,,904.522,3.54,A,5594.6981,4911.0
20130331,2013.0,1.0,PNW,PINNACLE WEST CAPITAL CORP,13300.927,4014.455,25.109,25.109,109.946,122.828,103.73,,9148.597,24.444,0.0,0.0,4014.455,2064.476,,186.849,0.22,A,6364.7739,4911.0
20130630,2013.0,2.0,PNW,PINNACLE WEST CAPITAL CORP,13562.694,4032.165,27.803,27.803,109.993,629.231,106.292,,9393.459,131.207,0.0,0.0,4032.165,2295.844,,384.227,1.42,A,6101.3117,4911.0
20130930,2013.0,3.0,PNW,PINNACLE WEST CAPITAL CORP,13822.671,4275.804,135.457,135.457,110.037,566.481,107.388,,9401.243,226.163,0.0,0.0,4275.804,2479.767,,592.376,3.47,A,6023.4254,4911.0
20131231,2013.0,4.0,PNW,PINNACLE WEST CAPITAL CORP,13508.686,4194.47,9.526,9.526,110.182,693.549,98.298,,9168.226,24.26,0.0,0.0,4194.47,2504.243,,1031.183,3.69,A,5830.8314,4911.0
20140331,2014.0,1.0,PNW,PINNACLE WEST CAPITAL CORP,13450.797,4222.786,103.421,103.421,110.354,549.924,101.772,,9073.096,15.766,0.0,0.0,4222.786,2511.803,,211.229,0.14,A,6031.9496,4911.0
20140630,2014.0,2.0,PNW,PINNACLE WEST CAPITAL CORP,13690.317,4233.89,9.161,9.161,110.407,545.491,105.15,,9308.455,132.458,0.0,0.0,4233.89,2577.262,,396.312,1.34,A,6385.9409,4911.0
20140930,2014.0,3.0,PNW,PINNACLE WEST CAPITAL CORP,13980.348,4491.916,10.471,10.471,110.447,387.991,103.66,,9336.335,243.961,0.0,0.0,4491.916,2682.717,,629.697,3.55,A,6034.8241,4911.0
20141231,2014.0,4.0,PNW,PINNACLE WEST CAPITAL CORP,14313.532,4367.493,7.604,7.604,110.571,530.97,106.776,,9794.43,5.41,0.0,0.0,4367.493,2761.243,,926.091,3.59,A,7553.105,4911.0
20150331,2015.0,1.0,PNW,PINNACLE WEST CAPITAL CORP,14435.703,4396.793,11.664,11.664,110.747,428.07,120.949,,9882.696,16.122,0.0,0.0,4396.793,2764.493,,255.257,0.15,A,7060.1213,4911.0
20150630,2015.0,2.0,PNW,PINNACLE WEST CAPITAL CORP,14701.483,4392.836,13.557,13.557,110.811,260.223,122.739,,10175.84,122.902,0.0,0.0,4392.836,2790.663,,539.573,1.25,A,6304.0378,4911.0
20150930,2015.0,3.0,PNW,PINNACLE WEST CAPITAL CORP,14875.018,4653.651,13.007,13.007,110.847,468.433,125.625,,10083.699,257.116,0.0,0.0,4653.651,2861.543,,790.756,3.57,A,7109.7266,4911.0
20151231,2015.0,4.0,PNW,PINNACLE WEST CAPITAL CORP,15028.258,4583.917,39.488,39.488,110.98,357.58,125.109,,10308.801,41.117,0.0,0.0,4583.917,2910.505,,1092.346,3.94,A,7155.9904,4911.0
20160331,2016.0,1.0,PNW,PINNACLE WEST CAPITAL CORP,15185.101,4599.999,14.484,14.484,111.14,619.38,119.476,116.014,10444.688,4.453,0.0,0.0,4599.999,2913.186,,383.727,0.04,A,8343.2798,4911.0
20160630,2016.0,2.0,PNW,PINNACLE WEST CAPITAL CORP,15538.565,4585.268,43.04,43.04,111.174,357.72,123.073,108.751,10819.382,121.308,0.0,0.0,4585.268,2979.739,,742.137,1.13,A,9011.7644,4911.0
20160930,2016.0,3.0,PNW,PINNACLE WEST CAPITAL CORP,15805.726,4853.346,48.267,48.267,111.218,134.17,120.428,96.789,10813.591,263.027,0.0,0.0,4853.346,3122.297,,1029.758,3.49,A,8451.4558,4911.0
20161231,2016.0,4.0,PNW,PINNACLE WEST CAPITAL CORP,16004.253,4803.622,8.881,8.881,111.337,302.2,122.852,90.022,11068.341,53.246,0.0,0.0,4803.622,3155.394,,1295.442,3.97,A,8687.6261,4911.0
20170331,2017.0,1.0,PNW,PINNACLE WEST CAPITAL CORP,16192.825,4828.776,3.028,3.028,111.558,332.297,127.627,251.208,11226.885,23.312,0.0,0.0,4828.776,3165.259,,353.296,0.21,A,9301.706,4911.0
20170630,2017.0,2.0,PNW,PINNACLE WEST CAPITAL CORP,16669.727,4859.412,4.953,4.953,111.623,689.0,125.739,265.926,11679.65,167.443,0.0,0.0,4859.412,3254.976,,703.004,1.71,A,9505.8147,4911.0
20170930,2017.0,3.0,PNW,PINNACLE WEST CAPITAL CORP,16977.867,5142.068,10.674,10.674,111.657,338.4,133.912,256.198,11700.26,276.072,0.0,0.0,5142.068,3388.27,,1043.131,4.18,A,9441.7159,4911.0
20171231,2017.0,4.0,PNW,PINNACLE WEST CAPITAL CORP,17019.082,5006.69,13.892,13.892,111.752,177.4,146.84,257.189,11883.352,21.629,0.0,0.0,5006.69,1896.38,,1430.886,4.37,A,9519.0354,4911.0
20180331,2018.0,1.0,PNW,PINNACLE WEST CAPITAL CORP,17148.306,5019.757,15.44,15.44,111.933,951.9,144.825,262.523,11994.635,3.221,0.0,0.0,5019.757,1895.029,,367.792,0.03,A,8932.2534,4911.0
20180630,2018.0,2.0,PNW,PINNACLE WEST CAPITAL CORP,17492.173,5032.019,3.839,3.839,111.972,1216.249,145.436,257.04,12332.739,166.738,0.0,0.0,5032.019,1930.497,,692.995,1.52,A,9020.4643,4911.0
20180930,2018.0,3.0,PNW,PINNACLE WEST CAPITAL CORP,17671.955,5353.572,64.991,64.991,111.999,728.2,145.971,268.63,12186.094,315.012,0.0,0.0,5353.572,2011.65,,917.414,4.33,A,8868.0808,4911.0
20181231,2018.0,4.0,PNW,PINNACLE WEST CAPITAL CORP,17664.202,5222.915,5.766,5.766,112.102,576.4,146.122,262.902,12315.497,26.076,0.0,0.0,5222.915,2007.826,,1203.349,4.56,A,9551.0904,4911.0
20190331,2019.0,1.0,PNW,PINNACLE WEST CAPITAL CORP,17854.107,5251.062,6.109,6.109,112.277,559.485,148.707,267.998,12472.382,17.918,0.0,0.0,5251.062,2011.741,,266.457,0.16,A,10731.4357,4911.0
20190630,2019.0,2.0,PNW,PINNACLE WEST CAPITAL CORP,18165.666,5233.078,1.648,1.648,112.303,742.969,147.374,261.584,12808.423,144.145,0.0,0.0,5233.078,2035.894,,552.56,1.44,A,10566.5893,4911.0
20190930,2019.0,3.0,PNW,PINNACLE WEST CAPITAL CORP,18377.566,5552.666,29.852,29.852,112.346,533.596,149.45,266.587,12695.861,312.276,0.0,0.0,5552.666,2169.107,,872.528,4.22,A,10905.4262,4911.0
20191231,2019.0,4.0,PNW,PINNACLE WEST CAPITAL CORP,18479.247,5430.648,10.283,10.283,112.436,927.388,145.398,290.564,12926.059,63.981,0.0,0.0,5430.648,2188.807,,1209.975,4.79,A,10111.3695,4911.0
20200331,2020.0,1.0,PNW,PINNACLE WEST CAPITAL CORP,18561.76,5469.418,63.139,63.139,112.492,1225.36,154.079,279.238,12964.928,29.993,0.0,0.0,5469.418,2212.772,,344.09,0.27,A,8525.7687,4911.0
20200630,2020.0,2.0,PNW,PINNACLE WEST CAPITAL CORP,19307.388,5489.562,6.763,6.763,112.555,375.751,152.482,275.028,13696.911,193.585,0.0,0.0,5489.562,2263.534,,685.798,1.99,A,8249.156,4911.0
20200930,2020.0,3.0,PNW,PINNACLE WEST CAPITAL CORP,19751.421,5841.386,181.926,181.926,112.59,146.989,152.696,266.22,13784.246,346.372,0.0,0.0,5841.386,2350.976,,984.54,5.06,A,8393.5845,4911.0
20201231,2020.0,4.0,PNW,PINNACLE WEST CAPITAL CORP,20020.421,5633.503,59.968,59.968,112.688,243.785,155.121,282.57,14267.628,-19.391,0.0,0.0,5633.503,2326.775,,1345.114,4.89,A,9009.4056,4911.0
20210331,2021.0,1.0,PNW,PINNACLE WEST CAPITAL CORP,20184.658,5682.516,17.202,17.202,112.748,289.078,157.82,278.226,14377.978,35.641,0.0,0.0,5682.516,2325.313,,368.769,0.32,A,9172.0498,4911.0
20210630,2021.0,2.0,PNW,PINNACLE WEST CAPITAL CORP,21061.578,5717.624,14.146,14.146,112.784,783.373,158.75,279.911,15226.679,215.697,0.0,0.0,5717.624,2379.889,,691.341,2.23,A,9244.9045,4911.0
20210930,2021.0,3.0,PNW,PINNACLE WEST CAPITAL CORP,21536.424,6064.883,25.688,25.688,112.816,405.078,163.523,273.243,15349.96,339.798,0.0,0.0,6064.883,2472.404,,1021.897,5.24,A,8163.3658,4911.0
20100331,2010.0,1.0,ABT,ABBOTT LABORATORIES,53358.622,20860.099,3692.073,1566.82,1543.565,6448.52,562.501,25671.055,32346.282,1003.015,0.0,0.0,20860.099,,2844.767,245.143,0.65,A,81315.0042,3845.0
20100630,2010.0,2.0,ABT,ABBOTT LABORATORIES,53381.402,19911.709,6243.714,4321.702,1544.029,5868.394,675.202,24484.497,33386.768,1291.65,0.0,0.0,19911.709,,3416.116,518.657,1.48,A,72229.6766,3845.0
20100930,2010.0,3.0,ABT,ABBOTT LABORATORIES,57373.62,21403.932,5721.758,3818.145,1545.816,5806.372,677.024,28454.213,35890.896,890.66,0.0,0.0,21403.932,,3286.204,723.742,2.06,A,80753.4278,3845.0
20101231,2010.0,4.0,ABT,ABBOTT LABORATORIES,59462.266,22388.135,7323.94,3648.371,1546.984,6394.766,709.578,28081.705,36985.802,1440.847,0.0,0.0,22388.135,,3573.661,1015.075,2.98,A,74116.0034,3845.0
20110331,2011.0,1.0,ABT,ABBOTT LABORATORIES,61651.363,24629.65,8375.839,2740.156,1554.283,6251.963,745.667,28836.827,36931.031,863.818,0.0,0.0,24629.65,,3513.718,391.813,0.56,A,76237.5812,3845.0
20110630,2011.0,2.0,ABT,ABBOTT LABORATORIES,62004.241,26378.853,8893.499,4077.018,1556.577,5591.35,811.412,28496.527,35534.538,1942.782,0.0,0.0,26378.853,,3608.866,764.77,1.8,A,81907.0817,3845.0
20110930,2011.0,3.0,ABT,ABBOTT LABORATORIES,59628.176,24603.8,7976.502,5049.299,1557.796,3624.561,838.386,27024.362,34939.204,303.181,0.0,0.0,24603.8,,3665.537,1216.765,1.99,A,79665.6874,3845.0
20111231,2011.0,4.0,ABT,ABBOTT LABORATORIES,60276.893,24439.833,8097.359,6812.82,1570.379,3374.755,648.429,25695.016,35750.748,1618.668,0.0,0.0,24439.833,,3845.11,1491.5,3.03,A,88302.4112,3845.0
20120331,2012.0,1.0,ABT,ABBOTT LABORATORIES,62415.801,25453.691,9526.561,4345.91,1573.392,4785.435,563.801,25695.652,36872.367,1242.124,0.0,0.0,25453.691,,2055.746,453.33,0.22,A,96433.1957,3845.0
20120630,2012.0,2.0,ABT,ABBOTT LABORATORIES,61859.79,24486.96,11002.138,7052.776,1569.334,6082.923,870.901,24340.473,37287.305,1724.612,0.0,0.0,24486.96,,2074.228,878.446,0.48,A,101174.963,3845.0
20120930,2012.0,3.0,ABT,ABBOTT LABORATORIES,63257.738,27014.175,11504.522,7996.948,1580.668,4224.991,759.728,24668.675,36153.397,1942.803,0.0,0.0,27014.175,,2270.768,1409.193,0.7,A,108370.5981,3845.0
20121231,2012.0,4.0,ABT,ABBOTT LABORATORIES,67234.944,26720.961,15173.984,10802.163,1576.667,2390.662,587.57,24362.412,40421.712,1053.461,0.0,0.0,26720.961,710.0,2230.258,1795.289,0.36,A,103271.6885,3845.0
20130331,2013.0,1.0,ABT,ABBOTT LABORATORIES,42686.613,22588.186,8517.313,4373.12,1558.865,3635.85,420.853,15482.258,20003.338,544.661,0.0,0.0,22588.186,,2131.882,274.465,0.35,A,55059.1118,3845.0
20130630,2013.0,2.0,ABT,ABBOTT LABORATORIES,42903.346,22336.064,9393.592,5572.254,1554.125,4523.778,436.147,15000.331,20475.7,476.339,0.0,0.0,22336.064,,1760.118,564.884,0.55,A,54207.88,3845.0
20130930,2013.0,3.0,ABT,ABBOTT LABORATORIES,44132.477,23696.237,8605.484,2882.454,1546.186,4859.876,436.0,15651.001,20344.546,966.0,0.0,0.0,23696.237,,1951.0,841.341,0.96,A,51317.9133,3845.0
20131231,2013.0,4.0,ABT,ABBOTT LABORATORIES,42953.0,25171.0,8098.0,3475.0,1548.098,3173.0,426.0,15507.0,17686.0,589.0,0.0,0.0,25171.0,466.0,1900.0,1145.0,1.27,A,59338.5963,3845.0
20140331,2014.0,1.0,ABT,ABBOTT LABORATORIES,41662.0,23390.0,7047.0,2060.0,1501.939,4378.0,398.0,15394.0,18173.0,375.0,0.0,0.0,23390.0,,1854.0,255.0,0.14,A,57839.6709,3845.0
20140630,2014.0,2.0,ABT,ABBOTT LABORATORIES,41475.0,23602.0,7062.0,3570.0,1503.699,3962.0,400.0,15179.0,17771.0,465.0,0.0,0.0,23602.0,,1863.0,513.0,0.42,A,61501.2891,3845.0
20140930,2014.0,3.0,ABT,ABBOTT LABORATORIES,42514.0,22888.0,4877.0,3613.0,1505.791,4582.0,355.0,16142.0,19521.0,537.0,0.0,0.0,22888.0,,1928.0,790.0,0.71,A,62625.8477,3845.0
20141231,2014.0,4.0,ABT,ABBOTT LABORATORIES,41275.0,21526.0,4460.0,4063.0,1508.035,4437.0,356.0,16265.0,19636.0,907.0,0.0,0.0,21526.0,860.0,1968.0,1077.0,1.13,A,67891.7357,3845.0
