datadate,fyearq,fqtr,tic,conm,atq,ceqq,cheq,chq,cshoq,dlcq,dpq,intanq,ltq,niq,pstkq,pstkrq,seqq,txditcq,xsgaq,capxy,epspxy,costat,mkvaltq,sic
20140331,2014.0,1.0,CHD,CHURCH & DWIGHT INC,4086.4,2113.3,300.0,300.0,135.759,153.5,22.3,2418.6,1973.0,102.6,0.0,0.0,2113.3,483.3,177.4,6.3,0.74,A,9376.8741,2840.0
20140630,2014.0,2.0,CHD,CHURCH & DWIGHT INC,3988.1,2019.8,196.9,196.9,133.625,153.1,22.3,2406.6,1968.2,88.8,0.0,0.0,2019.8,488.5,213.2,17.1,1.4,A,9347.0688,2840.0
20140930,2014.0,3.0,CHD,CHURCH & DWIGHT INC,4325.8,2087.3,370.2,370.2,133.621,404.1,21.4,2608.1,2238.4,115.9,0.0,0.0,2087.3,490.6,190.3,36.2,2.27,A,9374.8494,2840.0
20141231,2014.0,4.0,CHD,CHURCH & DWIGHT INC,4381.3,2101.9,423.0,423.0,133.352,402.4,22.8,2597.4,2279.4,106.6,0.0,0.0,2101.9,484.1,225.8,70.5,3.06,A,10509.4711,2840.0
20150331,2015.0,1.0,CHD,CHURCH & DWIGHT INC,4344.7,1908.7,299.7,299.7,130.642,523.3,25.3,2654.2,2436.0,107.2,0.0,0.0,1908.7,491.6,183.4,21.9,0.81,A,11159.4396,2840.0
20150630,2015.0,2.0,CHD,CHURCH & DWIGHT INC,4228.2,1971.6,203.2,203.2,130.802,373.6,24.7,2645.1,2256.6,73.7,0.0,0.0,1971.6,484.1,221.9,34.0,1.38,A,10611.9663,2840.0
20150930,2015.0,3.0,CHD,CHURCH & DWIGHT INC,4217.8,2049.6,210.6,210.6,130.993,275.0,24.2,2633.8,2168.2,120.4,0.0,0.0,2049.6,495.1,195.2,44.7,2.29,A,10990.3127,2840.0
20151231,2015.0,4.0,CHD,CHURCH & DWIGHT INC,4256.9,2023.2,330.0,330.0,129.954,363.0,24.0,2624.4,2233.7,109.1,0.0,0.0,2023.2,484.8,228.2,61.8,3.13,A,11030.4955,2840.0
20160331,2016.0,1.0,CHD,CHURCH & DWIGHT INC,4292.3,1920.3,194.3,194.3,128.169,451.3,27.3,2782.9,2372.0,113.0,0.0,0.0,1920.3,491.4,199.5,8.5,0.87,A,11814.6184,2840.0
20160630,2016.0,2.0,CHD,CHURCH & DWIGHT INC,4310.2,2011.9,210.8,210.8,128.653,381.6,25.8,2770.7,2298.3,111.6,0.0,0.0,2011.9,499.9,232.7,17.8,1.74,A,13237.1072,2840.0
20160930,2016.0,3.0,CHD,CHURCH & DWIGHT INC,4282.7,2120.0,232.1,232.1,258.359,230.6,25.3,2759.3,2162.7,124.0,0.0,0.0,2120.0,507.6,199.6,28.1,1.35,A,12380.5633,2840.0
20161231,2016.0,4.0,CHD,CHURCH & DWIGHT INC,4354.1,1977.9,187.8,187.8,253.963,432.5,27.3,2875.9,2376.2,110.4,0.0,0.0,1977.9,512.2,234.6,49.8,1.78,A,11222.625,2840.0
20170331,2017.0,1.0,CHD,CHURCH & DWIGHT INC,4487.8,1935.7,139.5,139.5,251.896,585.7,28.7,3019.4,2552.1,131.5,0.0,0.0,1935.7,521.0,201.0,2.8,0.52,A,12562.0535,2840.0
20170630,2017.0,2.0,CHD,CHURCH & DWIGHT INC,4667.0,1848.3,237.6,237.6,249.284,629.3,29.3,3096.5,2818.7,72.9,0.0,0.0,1848.3,524.7,248.0,10.4,0.81,A,12932.8539,2840.0
20170930,2017.0,3.0,CHD,CHURCH & DWIGHT INC,5952.8,1953.1,236.5,236.5,249.715,317.2,31.2,4224.5,3999.7,133.4,0.0,0.0,1953.1,753.2,239.8,20.9,1.34,A,12098.6918,2840.0
20171231,2017.0,4.0,CHD,CHURCH & DWIGHT INC,6014.8,2218.0,278.9,278.9,247.63,276.9,32.7,4279.4,3796.8,405.6,0.0,0.0,2218.0,561.2,266.7,45.0,2.97,A,12423.5971,2840.0
20180331,2018.0,1.0,CHD,CHURCH & DWIGHT INC,5942.9,2143.3,119.8,119.8,244.489,552.7,34.4,4322.6,3799.6,157.8,0.0,0.0,2143.3,565.4,227.7,9.9,0.64,A,12312.466,2840.0
20180630,2018.0,2.0,CHD,CHURCH & DWIGHT INC,5899.4,2221.1,89.3,89.3,245.039,410.3,32.8,4304.8,3678.3,121.7,0.0,0.0,2221.1,567.2,281.1,19.6,1.14,A,13026.2732,2840.0
20180930,2018.0,3.0,CHD,CHURCH & DWIGHT INC,5967.3,2353.4,188.3,188.3,246.02,301.4,33.8,4287.1,3613.9,146.3,0.0,0.0,2353.4,572.6,255.9,30.4,1.74,A,14606.2074,2840.0
20181231,2018.0,4.0,CHD,CHURCH & DWIGHT INC,6069.2,2453.8,316.7,316.7,246.886,604.3,34.6,4266.9,3615.4,142.8,0.0,0.0,2453.8,576.4,288.4,60.4,2.32,A,16235.2234,2840.0
20190331,2019.0,1.0,CHD,CHURCH & DWIGHT INC,5960.6,2499.3,97.9,97.9,246.066,414.8,33.4,4249.2,3461.3,175.7,0.0,0.0,2499.3,580.5,230.0,11.7,0.71,A,17527.2812,2840.0
20190630,2019.0,2.0,CHD,CHURCH & DWIGHT INC,6662.6,2604.8,97.9,97.9,246.96,426.8,38.8,4883.3,4057.8,138.5,0.0,0.0,2604.8,580.6,288.8,23.6,1.28,A,18042.8976,2840.0
20190930,2019.0,3.0,CHD,CHURCH & DWIGHT INC,6610.1,2559.3,114.7,114.7,245.296,389.7,41.2,4856.8,4050.8,157.3,0.0,0.0,2559.3,578.2,278.9,39.7,1.91,A,18456.071,2840.0
20191231,2019.0,4.0,CHD,CHURCH & DWIGHT INC,6657.4,2667.8,155.7,155.7,245.416,269.3,40.8,4829.5,3989.6,144.4,0.0,0.0,2667.8,579.6,335.8,73.7,2.5,A,17262.5614,2840.0
20200331,2020.0,1.0,CHD,CHURCH & DWIGHT INC,7485.9,2817.8,1046.6,1046.6,245.756,988.4,40.5,4799.8,4668.1,229.8,0.0,0.0,2817.8,580.2,247.4,16.8,0.94,A,15772.6201,2840.0
20200630,2020.0,2.0,CHD,CHURCH & DWIGHT INC,6919.0,2998.8,451.7,451.7,246.981,83.7,40.5,4776.1,3920.2,189.7,0.0,0.0,2998.8,582.2,302.9,30.9,1.71,A,19091.6313,2840.0
20200930,2020.0,3.0,CHD,CHURCH & DWIGHT INC,7077.0,3210.3,549.1,549.1,248.377,20.6,40.8,4752.3,3866.7,216.2,0.0,0.0,3210.3,599.9,342.4,54.6,2.58,A,23275.4087,2840.0
20201231,2020.0,4.0,CHD,CHURCH & DWIGHT INC,7414.5,3020.4,183.1,183.1,245.36,376.4,44.3,5339.8,4394.1,150.2,0.0,0.0,3020.4,707.3,388.8,98.9,3.18,A,21402.7528,2840.0
20210331,2021.0,1.0,CHD,CHURCH & DWIGHT INC,7380.9,3211.2,127.5,127.5,245.162,308.3,47.3,5309.0,4169.7,220.7,0.0,0.0,3211.2,722.5,267.3,26.3,0.9,A,21414.9007,2840.0
20210630,2021.0,2.0,CHD,CHURCH & DWIGHT INC,7368.5,3377.2,149.8,149.8,245.352,458.6,47.8,5279.0,3991.3,218.3,0.0,0.0,3377.2,732.3,291.5,43.3,1.79,A,20908.8974,2840.0
20210930,2021.0,3.0,CHD,CHURCH & DWIGHT INC,7382.0,3513.6,180.0,180.0,244.998,604.2,47.1,5249.4,3868.4,230.4,0.0,0.0,3513.6,747.7,318.8,64.1,2.73,A,20229.4849,2840.0
20100228,2009.0,3.0,CTAS,CINTAS CORP,3959.909,2475.188,552.096,406.503,152.87,0.598,37.935,1367.193,1484.721,48.982,0.0,0.0,2475.188,162.989,275.596,78.928,1.04,A,3789.6473,7200.0
20100531,2009.0,4.0,CTAS,CINTAS CORP,3969.736,2534.029,566.087,411.281,152.87,0.609,38.225,1371.935,1435.707,55.478,0.0,0.0,2534.029,150.56,286.93,111.078,1.4,A,3974.62,7200.0
20100831,2010.0,1.0,CTAS,CINTAS CORP,3890.904,2469.978,369.449,290.646,148.009,1.765,37.362,1415.751,1420.926,61.277,0.0,0.0,2469.978,148.18,293.425,48.2,0.4,A,3772.7494,7200.0
20101130,2010.0,2.0,CTAS,CINTAS CORP,3928.295,2395.113,284.577,260.953,145.301,1.817,37.201,1450.421,1533.182,55.866,0.0,0.0,2395.113,145.079,288.304,88.134,0.78,A,3886.0752,7200.0
20110228,2010.0,3.0,CTAS,CINTAS CORP,3972.07,2472.942,216.705,184.731,145.302,1.631,37.563,1505.027,1499.128,59.07,0.0,0.0,2472.942,165.271,283.045,142.298,1.19,A,4085.8922,7200.0
20110531,2010.0,4.0,CTAS,CINTAS CORP,4351.94,2302.649,525.326,438.106,137.584,1.335,38.76,1499.991,2049.291,70.776,0.0,0.0,2302.649,196.321,304.17,182.592,1.68,A,4519.6344,7200.0
20110831,2011.0,1.0,CTAS,CINTAS CORP,4127.892,2114.485,277.04,150.312,129.722,226.033,38.277,1498.557,2013.407,68.638,0.0,0.0,2114.485,194.61,310.466,44.421,0.52,A,4148.5096,7200.0
20111130,2011.0,2.0,CTAS,CINTAS CORP,4215.312,2102.619,337.605,207.772,129.732,225.732,38.645,1492.095,2112.693,74.35,0.0,0.0,2102.619,194.432,297.112,79.832,1.09,A,3943.8528,7200.0
20120229,2011.0,3.0,CTAS,CINTAS CORP,4253.167,2196.627,352.614,217.983,129.742,225.633,38.644,1493.62,2056.54,76.035,0.0,0.0,2196.627,206.047,288.367,117.716,1.67,A,5002.8515,7200.0
20120531,2011.0,4.0,CTAS,CINTAS CORP,4160.906,2139.135,339.825,339.825,126.52,225.636,40.265,1491.457,2021.771,78.614,0.0,0.0,2139.135,204.581,303.036,160.802,2.27,A,4668.588,7200.0
20120831,2012.0,1.0,CTAS,CINTAS CORP,4152.235,2154.415,330.165,319.217,125.118,0.636,46.442,1582.874,1997.82,76.733,0.0,0.0,2154.415,206.856,306.581,47.438,0.61,A,5057.2696,7200.0
20121130,2012.0,2.0,CTAS,CINTAS CORP,4217.882,2080.644,276.349,242.487,123.229,0.661,46.852,1635.851,2137.238,78.027,0.0,0.0,2080.644,206.782,301.513,99.062,1.24,A,5106.6098,7200.0
20130228,2012.0,3.0,CTAS,CINTAS CORP,4221.299,2130.246,245.686,217.47,122.724,0.674,47.832,1635.896,2091.053,74.705,0.0,0.0,2130.246,209.455,308.918,151.799,1.84,A,5387.5836,7200.0
20130531,2012.0,4.0,CTAS,CINTAS CORP,4345.632,2201.492,357.953,352.273,122.282,8.187,48.251,1632.578,2144.14,85.977,0.0,0.0,2201.492,210.483,313.344,196.486,2.53,A,5582.7847,7200.0
20130831,2013.0,1.0,CTAS,CINTAS CORP,4311.177,2196.011,282.859,278.67,120.779,8.2,47.671,1646.909,2115.166,77.754,0.0,0.0,2196.011,214.221,316.483,37.462,0.63,A,5768.405,7200.0
20131130,2013.0,2.0,CTAS,CINTAS CORP,4365.398,2147.972,313.49,309.334,119.817,0.714,47.909,1644.48,2217.426,84.862,0.0,0.0,2147.972,210.187,314.868,76.785,1.33,A,6649.8435,7200.0
20140228,2013.0,3.0,CTAS,CINTAS CORP,4400.441,2244.033,353.699,348.859,120.053,0.633,47.781,1638.526,2156.408,84.602,0.0,0.0,2244.033,209.915,317.873,113.615,2.03,A,7282.415,7200.0
20140531,2013.0,4.0,CTAS,CINTAS CORP,4462.452,2192.858,513.288,513.288,117.038,0.503,47.501,1342.712,2269.594,127.224,0.0,0.0,2192.858,246.044,315.612,145.58,3.08,A,7270.4006,7200.0
20140831,2014.0,1.0,CTAS,CINTAS CORP,4556.27,2271.974,581.453,581.453,116.992,0.0,38.948,1252.931,2284.296,110.108,0.0,0.0,2271.974,242.459,314.458,68.05,0.9,A,7737.8509,7200.0
20141130,2014.0,2.0,CTAS,CINTAS CORP,4697.571,2203.334,826.724,826.724,117.283,0.0,38.503,1249.6,2494.237,120.412,0.0,0.0,2203.334,233.597,299.841,113.025,1.78,A,8579.2515,7200.0
20150228,2014.0,3.0,CTAS,CINTAS CORP,4266.346,2047.666,403.194,358.32,114.345,0.0,37.799,1257.292,2218.68,94.883,0.0,0.0,2047.666,232.232,301.69,163.04,2.64,A,9545.5206,7200.0
20150531,2014.0,4.0,CTAS,CINTAS CORP,4192.46,1932.455,433.154,417.073,111.703,0.0,39.832,1255.54,2260.005,105.215,0.0,0.0,1932.455,226.938,308.941,217.72,3.51,A,9616.5113,7200.0
20150831,2015.0,1.0,CTAS,CINTAS CORP,4122.949,1848.669,200.214,146.86,110.022,250.0,39.768,1368.717,2274.28,100.181,0.0,0.0,1848.669,148.793,338.637,62.631,0.94,A,9350.7698,7200.0
20151130,2015.0,2.0,CTAS,CINTAS CORP,4450.792,1924.528,672.611,606.785,108.103,250.0,41.126,1364.421,2526.264,345.1,0.0,0.0,1924.528,227.465,327.051,121.817,1.99,A,9901.1538,7200.0
20160229,2015.0,3.0,CTAS,CINTAS CORP,4231.21,1950.106,386.819,315.116,107.064,250.0,41.777,1389.099,2281.104,117.341,0.0,0.0,1950.106,240.714,331.656,207.502,3.06,A,8992.3054,7200.0
20160531,2015.0,4.0,CTAS,CINTAS CORP,4104.393,1842.659,209.762,139.357,104.213,250.0,42.608,1395.169,2261.734,130.898,0.0,0.0,1842.659,259.475,350.778,275.385,4.15,A,9879.3924,7200.0
20160831,2016.0,1.0,CTAS,CINTAS CORP,4167.145,1987.402,163.767,99.209,104.906,163.8,43.168,1398.361,2179.743,138.091,0.0,0.0,1987.402,255.38,369.703,78.58,1.27,A,12327.5041,7200.0
20161130,2016.0,2.0,CTAS,CINTAS CORP,4214.579,2025.705,143.573,143.573,105.01,66.0,43.882,1406.173,2188.874,140.377,0.0,0.0,2025.705,265.091,361.415,155.173,2.42,A,12034.146,7200.0
20170228,2016.0,3.0,CTAS,CINTAS CORP,4271.164,2178.258,147.244,147.244,105.191,399.351,44.664,1402.846,2092.906,118.003,0.0,0.0,2178.258,267.065,358.59,218.621,3.51,A,12413.5899,7200.0
20170531,2016.0,4.0,CTAS,CINTAS CORP,6844.057,2302.793,191.485,169.266,105.401,362.9,64.881,3401.29,4541.264,84.237,0.0,0.0,2302.793,469.328,437.672,273.317,4.27,A,13267.8779,7200.0
20170831,2017.0,1.0,CTAS,CINTAS CORP,6851.606,2565.881,213.04,191.414,106.18,307.45,67.668,3422.762,4285.725,217.211,0.0,0.0,2565.881,521.774,486.283,62.517,1.5,A,14335.3618,7200.0
20171130,2017.0,2.0,CTAS,CINTAS CORP,6978.801,2553.033,258.734,236.002,106.47,300.0,69.71,3406.53,4425.768,137.109,0.0,0.0,2553.033,539.043,468.084,132.466,2.77,A,16762.6368,7200.0
20180228,2017.0,3.0,CTAS,CINTAS CORP,6928.593,2893.997,186.256,152.563,106.681,187.5,65.441,3402.91,4034.596,302.095,0.0,0.0,2893.997,376.665,450.618,196.04,5.5,A,18206.1795,7200.0
20180531,2017.0,4.0,CTAS,CINTAS CORP,6958.214,3016.526,138.724,138.724,106.326,0.0,73.857,3421.971,3941.688,186.171,0.0,0.0,3016.526,352.581,471.807,271.699,7.24,A,19377.9135,7200.0
20180831,2018.0,1.0,CTAS,CINTAS CORP,7287.204,3345.968,118.356,118.356,106.97,0.0,52.745,3387.961,3941.236,212.515,0.0,0.0,3345.968,424.344,504.634,64.528,1.96,A,22824.1889,7200.0
20181130,2018.0,2.0,CTAS,CINTAS CORP,7405.083,3027.244,88.479,88.479,105.124,173.5,54.367,3368.675,4377.839,243.013,0.0,0.0,3027.244,435.461,491.671,137.614,4.21,A,19698.1351,7200.0
20190228,2018.0,3.0,CTAS,CINTAS CORP,7433.673,3179.492,80.859,80.859,104.932,217.5,57.268,3357.966,4254.181,203.334,0.0,0.0,3179.492,439.011,476.099,207.805,6.1,A,21678.9512,7200.0
20190531,2018.0,4.0,CTAS,CINTAS CORP,7436.662,3002.721,96.645,96.645,103.284,312.264,59.251,3338.82,4433.941,226.119,0.0,0.0,3002.721,438.179,508.24,276.719,8.23,A,22911.4897,7200.0
20190831,2019.0,1.0,CTAS,CINTAS CORP,7661.9,3050.706,102.131,102.131,103.365,381.786,56.726,3334.344,4611.194,250.812,0.0,0.0,3050.706,436.755,542.996,64.743,2.4,A,27267.687,7200.0
20191130,2019.0,2.0,CTAS,CINTAS CORP,7887.337,3104.97,226.535,226.535,103.703,244.051,58.641,3324.484,4782.367,246.12,0.0,0.0,3104.97,443.857,517.927,126.167,4.75,A,26657.8932,7200.0
20200229,2019.0,3.0,CTAS,CINTAS CORP,7901.98,3324.309,234.441,234.441,104.027,243.843,59.894,3341.278,4577.671,234.52,0.0,0.0,3324.309,423.677,509.743,189.379,6.98,A,27748.162,7200.0
20200531,2019.0,4.0,CTAS,CINTAS CORP,7669.885,3235.202,145.402,145.402,103.415,43.031,60.644,3324.122,4434.683,144.585,0.0,0.0,3235.202,388.579,466.666,230.289,8.36,A,25642.7834,7200.0
20200831,2020.0,1.0,CTAS,CINTAS CORP,8043.381,3604.804,421.542,421.542,104.548,293.222,60.574,3330.242,4438.577,300.005,0.0,0.0,3604.804,385.149,476.495,30.876,2.86,A,34839.5755,7200.0
20201130,2020.0,2.0,CTAS,CINTAS CORP,8454.753,3597.96,703.175,703.175,104.986,292.554,60.522,3323.224,4856.793,284.857,0.0,0.0,3597.96,376.414,484.975,57.659,5.55,A,37301.5258,7200.0
20210228,2020.0,3.0,CTAS,CINTAS CORP,8347.497,3816.51,553.611,553.611,105.039,293.703,61.036,3315.923,4530.987,258.384,0.0,0.0,3816.51,389.553,486.946,100.41,7.99,A,34068.3493,7200.0
20210531,2020.0,4.0,CTAS,CINTAS CORP,8236.823,3687.847,493.64,493.64,104.061,942.92,61.704,3323.789,4548.976,267.722,0.0,0.0,3687.847,386.647,502.773,143.47,10.52,A,36789.7259,7200.0
20210831,2021.0,1.0,CTAS,CINTAS CORP,7857.75,3309.203,79.749,79.749,103.329,1318.475,60.955,3332.157,4548.547,331.179,0.0,0.0,3309.203,395.599,508.655,48.748,3.19,A,40894.5183,7200.0
20100331,2010.0,3.0,CLX,CLOROX CO/DE,4743.0,180.0,241.0,241.0,140.841,886.0,43.0,2323.0,4563.0,165.0,0.0,0.0,180.0,49.0,329.0,111.0,2.66,A,9033.5417,2842.0
20100630,2010.0,4.0,CLX,CLOROX CO/DE,4555.0,83.0,87.0,87.0,138.765,671.0,45.0,2308.0,4472.0,171.0,0.0,0.0,83.0,24.0,359.0,203.0,3.73,A,8625.6324,2842.0
20100930,2011.0,1.0,CLX,CLOROX CO/DE,4793.0,279.0,286.0,286.0,139.443,806.0,45.0,1962.0,4514.0,216.0,0.0,0.0,279.0,24.0,325.0,34.0,0.99,A,9309.2147,2842.0
20101231,2011.0,2.0,CLX,CLOROX CO/DE,4158.0,124.0,379.0,379.0,137.611,303.0,43.0,1704.0,4034.0,21.0,0.0,0.0,124.0,29.0,321.5,89.0,-0.17,A,8708.0241,2842.0
20110331,2011.0,3.0,CLX,CLOROX CO/DE,4051.0,-82.0,153.0,153.0,133.335,343.0,42.0,1702.0,4133.0,151.0,0.0,0.0,-82.0,61.0,335.0,159.0,0.85,A,9342.7835,2842.0
20110630,2011.0,4.0,CLX,CLOROX CO/DE,4163.0,-86.0,259.0,259.0,131.067,459.0,43.0,1703.0,4249.0,169.0,0.0,0.0,-86.0,140.0,358.5,228.0,2.09,A,8839.1585,2842.0
20110930,2012.0,1.0,CLX,CLOROX CO/DE,4077.0,-76.0,270.0,270.0,131.905,440.0,46.0,1679.0,4153.0,130.0,0.0,0.0,-76.0,137.0,324.0,37.0,0.99,A,8749.2587,2842.0
20111231,2012.0,2.0,CLX,CLOROX CO/DE,4290.0,-199.0,297.0,297.0,129.694,826.0,43.0,1762.0,4489.0,105.0,0.0,0.0,-199.0,141.0,328.0,82.0,1.78,A,8632.4326,2842.0
20120331,2012.0,3.0,CLX,CLOROX CO/DE,4386.0,-106.0,303.0,303.0,129.947,1280.0,44.0,1768.0,4492.0,132.0,0.0,0.0,-106.0,157.0,367.0,119.0,2.81,A,8933.8563,2842.0
20120630,2012.0,4.0,CLX,CLOROX CO/DE,4355.0,-135.0,267.0,267.0,129.562,1150.0,45.0,1754.0,4490.0,174.0,0.0,0.0,-135.0,119.0,370.0,192.0,4.15,A,9388.0625,2842.0
20120930,2013.0,1.0,CLX,CLOROX CO/DE,4747.0,-20.0,667.0,667.0,130.319,852.0,44.0,1762.0,4767.0,133.0,0.0,0.0,-20.0,135.0,347.0,54.0,1.02,A,9389.484,2842.0
20121231,2013.0,2.0,CLX,CLOROX CO/DE,4502.0,56.0,445.0,445.0,130.862,505.0,46.0,1754.0,4446.0,123.0,0.0,0.0,56.0,116.0,351.0,102.0,1.96,A,9581.7156,2842.0
20130331,2013.0,3.0,CLX,CLOROX CO/DE,4523.0,152.0,423.0,423.0,131.559,392.0,46.0,1751.0,4371.0,133.0,0.0,0.0,152.0,107.0,362.0,134.0,2.98,A,11646.9183,2842.0
20130630,2013.0,4.0,CLX,CLOROX CO/DE,4311.0,146.0,312.0,299.0,130.367,202.0,46.0,1732.0,4165.0,183.0,0.0,0.0,146.0,119.0,377.0,194.0,4.38,A,10838.7124,2842.0
20130930,2014.0,1.0,CLX,CLOROX CO/DE,4301.0,81.0,323.0,323.0,128.996,286.0,43.0,1731.0,4220.0,136.0,0.0,0.0,81.0,118.0,345.0,27.0,1.07,A,10541.5531,2842.0
20131231,2014.0,2.0,CLX,CLOROX CO/DE,4388.0,156.0,341.0,341.0,129.857,342.0,45.0,1719.0,4232.0,115.0,0.0,0.0,156.0,116.0,349.0,63.0,1.99,A,12045.5353,2842.0
20140331,2014.0,3.0,CLX,CLOROX CO/DE,4374.0,53.0,364.0,364.0,128.497,969.0,43.0,1710.0,4321.0,137.0,0.0,0.0,53.0,124.0,326.0,88.0,3.15,A,11309.021,2842.0
20140630,2014.0,4.0,CLX,CLOROX CO/DE,4258.0,154.0,338.0,329.0,128.796,718.0,46.0,1712.0,4104.0,170.0,0.0,0.0,154.0,103.0,359.0,138.0,4.47,A,11771.9544,2842.0
20140930,2015.0,1.0,CLX,CLOROX CO/DE,4150.0,169.0,355.0,355.0,129.368,628.0,43.0,1686.0,3981.0,90.0,0.0,0.0,169.0,90.0,331.0,29.0,1.12,A,12424.5027,2842.0
20141231,2015.0,2.0,CLX,CLOROX CO/DE,4674.0,281.0,819.0,819.0,130.969,877.0,42.0,1672.0,4393.0,125.0,0.0,0.0,281.0,81.0,351.0,60.0,2.1,A,13648.2795,2842.0
20150331,2015.0,3.0,CLX,CLOROX CO/DE,4228.0,302.0,378.0,378.0,131.014,370.0,41.0,1654.0,3926.0,174.0,0.0,0.0,302.0,97.0,364.0,83.0,3.2,A,14462.6355,2842.0
20150630,2015.0,4.0,CLX,CLOROX CO/DE,4164.0,118.0,382.0,382.0,128.614,398.0,43.0,1652.0,4046.0,191.0,0.0,0.0,118.0,95.0,411.0,125.0,4.65,A,13378.4283,2842.0
20150930,2016.0,1.0,CLX,CLOROX CO/DE,4095.0,119.0,383.0,383.0,128.788,431.0,41.0,1634.0,3976.0,172.0,0.0,0.0,119.0,88.0,339.0,28.0,1.34,A,14878.8776,2842.0
20151231,2016.0,2.0,CLX,CLOROX CO/DE,4175.0,198.0,390.0,390.0,129.357,500.0,41.0,1630.0,3977.0,149.0,0.0,0.0,198.0,83.0,351.0,68.0,2.5,A,16406.3483,2842.0
20160331,2016.0,3.0,CLX,CLOROX CO/DE,4284.0,259.0,414.0,414.0,129.297,432.0,40.0,1632.0,4025.0,162.0,0.0,0.0,259.0,107.0,385.0,113.0,3.73,A,16299.1798,2842.0
20160630,2016.0,4.0,CLX,CLOROX CO/DE,4518.0,297.0,401.0,401.0,129.355,526.0,43.0,1932.0,4221.0,165.0,0.0,0.0,297.0,82.0,459.0,172.0,5.01,A,17901.4385,2842.0
20160930,2017.0,1.0,CLX,CLOROX CO/DE,4466.0,289.0,408.0,408.0,128.708,618.0,41.0,1929.0,4177.0,179.0,0.0,0.0,289.0,83.0,359.0,59.0,1.39,A,16111.6674,2842.0
20161231,2017.0,2.0,CLX,CLOROX CO/DE,4568.0,270.0,414.0,414.0,128.177,1159.0,41.0,1917.0,4298.0,149.0,0.0,0.0,270.0,77.0,357.0,117.0,2.55,A,15383.8035,2842.0
20170331,2017.0,3.0,CLX,CLOROX CO/DE,4629.0,404.0,431.0,431.0,128.781,1050.0,39.0,1918.0,4225.0,172.0,0.0,0.0,404.0,49.0,397.0,161.0,3.89,A,17363.5422,2842.0
20170630,2017.0,4.0,CLX,CLOROX CO/DE,4573.0,542.0,420.0,418.0,129.014,806.0,42.0,1918.0,4031.0,201.0,0.0,0.0,542.0,61.0,431.0,231.0,5.45,A,17189.8254,2842.0
20170930,2018.0,1.0,CLX,CLOROX CO/DE,4600.0,592.0,468.0,468.0,128.924,413.0,40.0,1923.0,4008.0,192.0,0.0,0.0,592.0,62.0,370.0,49.0,1.49,A,17006.3648,2842.0
20171231,2018.0,2.0,CLX,CLOROX CO/DE,4758.0,760.0,489.0,489.0,129.348,495.0,41.0,1922.0,3998.0,233.0,0.0,0.0,760.0,39.0,368.0,89.0,3.29,A,19239.2215,2842.0
20180331,2018.0,3.0,CLX,CLOROX CO/DE,5444.0,837.0,1174.0,1174.0,129.489,1066.0,40.0,1918.0,4607.0,181.0,0.0,0.0,837.0,27.0,390.0,126.0,4.69,A,17236.2808,2842.0
20180630,2018.0,4.0,CLX,CLOROX CO/DE,5060.0,726.0,131.0,131.0,127.983,200.0,45.0,2531.0,4334.0,217.0,0.0,0.0,726.0,72.0,411.0,194.0,6.37,A,17309.7008,2842.0
20180930,2019.0,1.0,CLX,CLOROX CO/DE,5058.0,677.0,162.0,162.0,127.605,280.0,44.0,2527.0,4381.0,210.0,0.0,0.0,677.0,68.0,383.0,36.0,1.65,A,19193.0681,2842.0
20181231,2019.0,2.0,CLX,CLOROX CO/DE,5073.0,742.0,162.0,162.0,128.09,235.0,44.0,2505.0,4331.0,182.0,0.0,0.0,742.0,71.0,388.0,86.0,3.07,A,19743.7926,2842.0
20190331,2019.0,3.0,CLX,CLOROX CO/DE,5162.0,781.0,178.0,178.0,127.888,321.0,45.0,2504.0,4381.0,187.0,0.0,0.0,781.0,60.0,411.0,135.0,4.53,A,20520.9085,2842.0
20190630,2019.0,4.0,CLX,CLOROX CO/DE,5116.0,559.0,111.0,111.0,125.686,398.0,47.0,2503.0,4557.0,241.0,0.0,0.0,559.0,50.0,422.0,206.0,6.42,A,19243.7835,2842.0
20190930,2020.0,1.0,CLX,CLOROX CO/DE,5397.0,550.0,150.0,150.0,125.495,508.0,44.0,2492.0,4847.0,203.0,0.0,0.0,550.0,68.0,378.0,54.0,1.61,A,19058.9257,2842.0
20191231,2020.0,2.0,CLX,CLOROX CO/DE,5459.0,555.0,168.0,168.0,125.025,570.0,44.0,2493.0,4904.0,185.0,0.0,0.0,555.0,76.0,384.0,111.0,3.09,A,19196.3385,2842.0
20200331,2020.0,3.0,CLX,CLOROX CO/DE,5850.0,695.0,496.0,496.0,125.923,705.0,45.0,2464.0,5155.0,241.0,0.0,0.0,695.0,66.0,492.0,158.0,5.01,A,21816.1598,2842.0
20200630,2020.0,4.0,CLX,CLOROX CO/DE,6213.0,908.0,871.0,871.0,126.199,66.0,47.0,2471.0,5305.0,310.0,0.0,0.0,908.0,62.0,535.0,254.0,7.46,A,27684.2746,2842.0
20200930,2021.0,1.0,CLX,CLOROX CO/DE,6777.0,1115.0,860.0,860.0,126.037,64.0,51.0,2844.0,5466.0,415.0,0.0,0.0,1115.0,104.0,449.0,69.0,3.28,A,26489.1963,2842.0
