datadate,fyearq,fqtr,tic,conm,rating,atq,ceqq,cheq,chq,cshoq,dlcq,dpq,intanq,ltq,niq,pstkq,pstkrq,seqq,txditcq,xsgaq,capxy,epspxy,costat,mkvaltq,sic
20101130,2010,2,CAG,CONAGRA BRANDS INC,BBB,11603.5,4946.7,545.2,545.2,435.505,356.7,88.4,4539.6,6651.8,200.9,0,0,4946.7,,427,211.2,0.78,A,9354.6474,2000
20110228,2010,3,CAG,CONAGRA BRANDS INC,BBB,11472.8,4617.3,882.9,882.9,414.637,359.4,90.1,4552.2,6848.6,214.8,0,0,4617.3,,402.7,347.4,1.29,A,9602.9929,2000
20110531,2010,4,CAG,CONAGRA BRANDS INC,BBB,11408.7,4701.5,972.4,972.4,410.494,363.5,96.6,4545.7,6700.2,254.9,0,0,4701.5,694.1,372.6,466.2,1.92,A,10438.8624,2000
20110831,2011,1,CAG,CONAGRA BRANDS INC,BBB,11610.7,4723.4,1095.2,1095.2,414.321,376.8,91.5,4598.3,6880.4,93.8,0,0,4723.4,,386.1,95.6,0.23,A,10117.7188,2000
20111130,2011,2,CAG,CONAGRA BRANDS INC,BBB,11478.4,4680.9,706.5,706.5,411.911,48.3,95,4587.2,6790.7,180.2,0,0,4680.9,,430.2,160.5,0.66,A,10404.8719,2000
20120229,2011,3,CAG,CONAGRA BRANDS INC,BBB,11747.9,5022.5,604.2,604.2,416.501,46.3,90.6,5021.9,6625,280.1,0,0,5022.5,,400,239.1,1.34,A,10933.1513,2000
20120531,2011,4,CAG,CONAGRA BRANDS INC,BBB,11441.9,4439.5,103,103,407.612,78.1,94.7,5206.9,6905.9,-86.2,0,0,4439.5,657.5,772.7,336.7,1.13,A,10251.4418,2000
20120831,2012,1,CAG,CONAGRA BRANDS INC,BBB,11928.6,4553.5,116.5,116.5,405.831,295.2,91.2,5387.8,7278.4,250.1,0,0,4553.5,,434.8,98.6,0.61,A,10190.4164,2000
20121130,2012,2,CAG,CONAGRA BRANDS INC,BBB,12524.5,4602.3,476.8,476.8,403.648,9.2,94.1,5409.1,7824.2,211.6,0,0,4602.3,,484.8,180.4,1.14,A,12052.9293,2000
20130228,2012,3,CAG,CONAGRA BRANDS INC,BBB,21107.5,5023.2,723.8,723.8,416.616,720.8,112.8,11844.6,15983.7,120,0,0,5023.2,,521.6,289.1,1.42,A,14210.7718,2000
20130531,2012,4,CAG,CONAGRA BRANDS INC,BBB,20405.3,5264.4,183.9,183.9,419.465,702.9,145.3,11872.8,15042.3,192.2,0,0,5264.4,1550,536.2,458.7,1.88,A,14131.7759,2000
20130831,2013,1,CAG,CONAGRA BRANDS INC,BBB,20468.8,5364.7,194.2,194.2,421.88,867.6,139.8,11800,15017,144.3,0,0,5364.7,,508.1,181.1,0.31,A,14267.9816,2000
20131130,2013,2,CAG,CONAGRA BRANDS INC,BBB,20786.4,5472.2,192.7,192.7,420.407,818.6,138,11811.8,15224.7,248.7,0,0,5472.2,,523.6,332.2,0.8,A,13869.2269,2000
20140228,2013,3,CAG,CONAGRA BRANDS INC,BBB,20433.3,5626.6,239.2,239.2,421.153,730.7,149.7,11735.4,14715.5,234.3,0,0,5626.6,,491.7,471,1.33,A,11960.7452,2000
20140531,2013,4,CAG,CONAGRA BRANDS INC,BBB,19366.4,5258.5,183.1,183.1,421.915,226,149.8,11042.3,14011.2,-324.2,0,0,5258.5,1440,428.5,602.4,0.38,A,13627.8545,2000
20140831,2014,1,CAG,CONAGRA BRANDS INC,BBB,19373.1,5661.3,133.7,133.7,424.827,574.4,,11013.6,13624.8,482.3,0,0,5661.3,,368,111.7,0.22,A,13679.4294,2000
20141130,2014,2,CAG,CONAGRA BRANDS INC,BBB,19501.7,5569.1,121.9,121.9,425.917,809.6,,10731.7,13846.6,10,0,0,5569.1,,381.4,202.1,0.72,A,15554.4888,2000
20150228,2014,3,CAG,CONAGRA BRANDS INC,BBB,17868.9,4452.9,137.3,137.3,427.052,1450.9,,9367.8,13330.3,-954.1,0,0,4452.9,,336.2,318.4,1.21,A,14938.279,2000
20150531,2014,4,CAG,CONAGRA BRANDS INC,BBB,17542.2,4526,183.1,183.1,428.205,1015.9,,9330.3,12932.2,209.2,0,0,4526,1500,385.3,471.9,1.75,A,16532.9951,2000
20150831,2015,1,CAG,CONAGRA BRANDS INC,BBB,15834.3,3363.3,114.3,114.3,432.911,1570.4,91.7,6082.2,12389.9,-1154.1,0,0,3363.3,,349.2,108,0.22,A,18043.7305,2000
20151130,2015,2,CAG,CONAGRA BRANDS INC,BBB,15994.6,3433.8,95.9,95.9,434.13,1504.8,49.5,6069.4,12479.9,154.9,0,0,3433.8,,355.9,176.7,0.4,A,17768.9409,2000
20160229,2015,3,CAG,CONAGRA BRANDS INC,BBB,13187.2,3653.5,502.6,502.6,436.415,597,69.4,6054,9454.7,204.6,0,0,3653.5,,349.9,279.7,0.56,A,18355.6149,2000
20160531,2015,4,CAG,CONAGRA BRANDS INC,BBB,13390.6,3713.6,834.5,834.5,438.065,610.2,67.9,5810.6,9595.8,117.6,0,0,3713.6,,657.6,429.8,0.29,A,20019.5705,2000
20160831,2016,1,CAG,CONAGRA BRANDS INC,BBB,12835.9,3718.3,794.6,794.6,437.77,522.7,67.2,5634.1,9036.3,186.2,0,0,3718.3,,256.9,117.4,0.22,A,20404.4597,2000
20161130,2016,2,CAG,CONAGRA BRANDS INC,BBB,11425,4446.7,1442.5,1442.5,435.212,237.7,66.3,5509.6,6898.2,122.1,0,0,4446.7,,295.4,118.3,0.48,A,15967.9283,2000
20170228,2016,3,CAG,CONAGRA BRANDS INC,BBB,10499,4221.3,683.6,683.6,425.501,132.5,66.3,5504.8,6194.8,179.7,0,0,4221.3,,293.3,158.5,0.9,A,17534.8962,2000
20170531,2016,4,CAG,CONAGRA BRANDS INC,BBB,10096.3,3990.8,251.4,251.4,416.52,227.2,68.2,5531.2,6018.5,151.3,0,0,3990.8,,279.7,242.1,1.26,A,16052.6808,2000
20170831,2017,1,CAG,CONAGRA BRANDS INC,BBB,10225.6,3793.8,251.4,251.4,408.498,522.2,62.9,5525.3,6343,152.5,0,0,3793.8,,250.3,42.6,0.37,A,13259.8451,2000
20171130,2017,2,CAG,CONAGRA BRANDS INC,BBB,10400.1,3697.7,84,84,400.661,265.9,63.6,5755.2,6613.6,223.5,0,0,3697.7,,314,123.4,0.91,A,14956.6751,2000
20180228,2017,3,CAG,CONAGRA BRANDS INC,BBB,10463.2,3720.5,132.9,132.9,393.52,429.6,64.2,5807.1,6653.7,362.8,0,0,3720.5,,300.1,175.9,1.78,A,14217.8776,2000
20180531,2017,4,CAG,CONAGRA BRANDS INC,BBB,10389.5,3676.2,128,128,390.829,584.3,62.8,5787,6632.9,69.6,0,0,3676.2,,298.2,251.6,1.97,A,14484.1227,2000
20180831,2018,1,CAG,CONAGRA BRANDS INC,BBB,10485,3736.5,74.8,74.8,391.74,611.6,62.3,5774.6,6670,178.2,0,0,3736.5,,256.4,86.1,0.45,A,14396.445,2000
20181130,2018,2,CAG,CONAGRA BRANDS INC,BBB,23006.8,7224.1,442.3,442.3,485.642,18.1,76.6,16299.4,15703.5,131.6,0,0,7224.1,,286.8,133.3,0.76,A,15705.6623,2000
20190228,2018,3,CAG,CONAGRA BRANDS INC,BBB,22726.6,7373,282.2,282.2,485.914,19.9,92.3,16311.8,15275.1,242,0,0,7373,,341.1,236.1,1.28,A,11355.8102,2000
20190531,2018,4,CAG,CONAGRA BRANDS INC,BBB,22213.8,7384.6,236.6,236.6,486.085,21.6,100.4,16161,14750.1,126.5,0,0,7384.6,,325.9,353.1,1.53,A,13012.4955,2000
20190831,2019,1,CAG,CONAGRA BRANDS INC,BBB,22354.5,7440.1,64.7,64.7,486.654,259.2,96.7,15987.1,14837.7,173.8,0,0,7440.1,,301.5,106.6,0.36,A,13801.5074,2000
20191130,2019,2,CAG,CONAGRA BRANDS INC,BBB,22492.6,7612.1,192,192,486.814,1221.2,96.7,15937,14802,260.5,0,0,7612.1,,325.7,183.7,0.89,A,14054.3202,2000
20200229,2019,3,CAG,CONAGRA BRANDS INC,BBB,22202.1,7785,99,99,487.076,972.1,99.1,15922.5,14338.2,204.4,0,0,7785,,298.1,265.3,1.31,A,13000.0584,2000
20200531,2019,4,CAG,CONAGRA BRANDS INC,BBB,22304,7876.1,553.3,553.3,487.162,891,96.4,15752,14353.3,201.4,0,0,7876.1,,371.9,369.5,1.72,A,16948.366,2000
20200831,2020,1,CAG,CONAGRA BRANDS INC,BBB,22377.3,8121.4,438.2,438.2,488.518,719.2,95.2,15742.5,14178.3,329,0,0,8121.4,,282.1,145.5,0.67,A,18739.5505,2000
20201130,2020,2,CAG,CONAGRA BRANDS INC,BBB,22276.7,8392,68,68,488.579,987,97.8,15672.2,13807.2,378.9,0,0,8392,,307,282,1.45,A,17862.4482,2000
20210228,2020,3,CAG,CONAGRA BRANDS INC,BBB,22105.1,8251.8,80.7,80.7,479.947,949.3,96.6,15659.2,13775.3,281.4,0,0,8251.8,,327.3,396.7,2.03,A,16284.6017,2000
20210531,2020,4,CAG,CONAGRA BRANDS INC,BBB,22195.6,8551.8,79.2,79.2,480.284,767.1,98.1,15531.1,13564.2,309.5,0,0,8551.8,,338.9,506.4,2.67,A,18298.8204,2000
20210831,2021,1,CAG,CONAGRA BRANDS INC,BBB,22539.9,8557,67,67,479.69,480.5,96.5,15509.9,13904,235.4,0,0,8557,,299.7,154.9,0.49,A,15887.3328,2000
20100331,2010,1,ED,CONSOLIDATED EDISON INC,BBB+,34449,10339,87,87,281.771,1161,204,423,23897,229,213,0,10552,5727,,425,0.8,A,12550.0803,4931
20100630,2010,2,ED,CONSOLIDATED EDISON INC,BBB+,34389,10380,178,178,282.327,458,211,423,23796,186,213,0,10593,5771,,937,1.45,A,12168.2937,4931
20100930,2010,3,ED,CONSOLIDATED EDISON INC,BBB+,35452,10630,198,198,283.815,851,211,432,24609,353,213,0,10843,6229,,1442,2.69,A,13685.5593,4931
20101231,2010,4,ED,CONSOLIDATED EDISON INC,BBB+,36146,11061,338,338,291.616,5,214,432,24872,235,213,0,11274,6602,,1986,3.49,A,14455.4051,4931
20110331,2011,1,ED,CONSOLIDATED EDISON INC,BBB+,36186,11231,516,516,292.273,469,218,432,24742,314,213,0,11444,6871,,394,1.07,A,14824.0866,4931
20110630,2011,2,ED,CONSOLIDATED EDISON INC,BBB+,36019,11251,492,492,292.876,5,219,432,24555,169,213,0,11464,6853,,952,1.63,A,15592.7182,4931
20110930,2011,3,ED,CONSOLIDATED EDISON INC,BBB+,36535,11454,398,398,292.884,305,222,432,24868,386,213,0,11667,7110,,1404,2.94,A,16700.2457,4931
20111231,2011,4,ED,CONSOLIDATED EDISON INC,BBB+,39214,11436,648,648,292.889,530,225,432,27565,193,213,0,11649,7563,,1887,3.59,A,18167.9047,4931
20120331,2012,1,ED,CONSOLIDATED EDISON INC,BBB+,39701,11545,769,769,292.881,1030,233,432,28156,280,0,0,11545,7712,,471,0.95,A,17110.108,4931
20120630,2012,2,ED,CONSOLIDATED EDISON INC,BBB+,40049,11579,1381,1381,292.883,2031,236,432,28470,214,0,0,11579,7743,,1030,1.68,A,18214.3938,4931
20120930,2012,3,ED,CONSOLIDATED EDISON INC,BBB+,39633,11842,69,69,292.872,1270,240,432,27791,440,0,0,11842,8026,,1450,3.18,A,17540.1041,4931
20121231,2012,4,ED,CONSOLIDATED EDISON INC,BBB+,41209,11869,394,394,292.872,1245,246,431,29340,207,0,0,11869,8372,,1917,3.88,A,16266.1109,4931
20130331,2013,1,ED,CONSOLIDATED EDISON INC,BBB+,41736,11889,640,132,292.967,1426,251,431,29847,192,0,0,11889,8316,,538,0.66,A,17879.776,4931
20130630,2013,2,ED,CONSOLIDATED EDISON INC,BBB+,41922,11883,1152,747,292.963,1883,255,433,30039,172,0,0,11883,8280,,1114,1.24,A,17082.6725,4931
20130930,2013,3,ED,CONSOLIDATED EDISON INC,BBB+,41964,12166,449,74,292.928,1703,258,433,29798,464,0,0,12166,8481,,1701,2.83,A,16152.0499,4931
20131231,2013,4,ED,CONSOLIDATED EDISON INC,BBB+,40647,12245,674,674,292.872,1936,260,433,28402,234,0,0,12245,8466,,2339,3.62,A,16189.9642,4931
20140331,2014,1,ED,CONSOLIDATED EDISON INC,BBB+,40481,12426,105,102,292.924,1115,261,433,28055,361,0,0,12426,8564,,498,1.23,A,15715.3726,4931
20140630,2014,2,ED,CONSOLIDATED EDISON INC,BBB+,40311,12455,782,774,292.878,1576,265,432,27856,213,0,0,12455,8505,,1073,1.96,A,16910.7757,4931
20140930,2014,3,ED,CONSOLIDATED EDISON INC,BBB+,40667,12707,213,205,292.872,1635,270,432,27951,436,0,0,12707,8817,,1663,3.45,A,16594.1275,4931
20141231,2014,4,ED,CONSOLIDATED EDISON INC,BBB+,44308,12576,699,699,292.876,1360,275,432,31723,82,0,0,12576,9076,,2239,3.73,A,19332.7448,4931
20150331,2015,1,ED,CONSOLIDATED EDISON INC,BBB+,43977,12761,123,117,292.901,1015,279,432,31207,370,0,0,12761,9257,,550,1.26,A,17866.961,4931
20150630,2015,2,ED,CONSOLIDATED EDISON INC,BBB+,44751,12788,713,709,292.873,1705,276,432,31954,219,0,0,12788,9408,,1174,2.01,A,16951.4892,4931
20150930,2015,3,ED,CONSOLIDATED EDISON INC,BBB+,44971,13040,94,91,293.084,1921,285,432,31922,428,0,0,13040,9598,,1838,3.47,A,19592.6654,4931
20151231,2015,4,ED,CONSOLIDATED EDISON INC,BBB+,45642,13052,944,944,293,2268,290,431,32581,176,0,0,13052,9537,,2562,4.07,A,18831.11,4931
20160331,2016,1,ED,CONSOLIDATED EDISON INC,BBB+,45580,13193,61,61,294,1938,297,431,32379,310,0,0,13193,9770,,603,1.05,A,22526.28,4931
20160630,2016,2,ED,CONSOLIDATED EDISON INC,BBB+,47270,13950,862,862,304,1454,302,431,33312,232,0,0,13950,9878,,1344,1.83,A,24453.76,4931
20160930,2016,3,ED,CONSOLIDATED EDISON INC,BBB+,47316,14267,150,150,305,947,306,429,33041,497,0,0,14267,10155,,2057,3.47,A,22966.5,4931
20161231,2016,4,ED,CONSOLIDATED EDISON INC,BBB+,48255,14298,776,776,305,1093,311,552,33949,206,0,0,14298,10205,,2835,4.15,A,22472.4,4931
20170331,2017,1,ED,CONSOLIDATED EDISON INC,BBB+,48365,14498,67,67,305,869,329,550,33859,388,0,0,14498,10443,,714,1.27,A,23686.3,4931
20170630,2017,2,ED,CONSOLIDATED EDISON INC,BBB+,49099,14490,816,816,306,1673,333,544,34601,175,0,0,14490,10549,,1425,1.84,A,24730.92,4931
20170930,2017,3,ED,CONSOLIDATED EDISON INC,BBB+,49246,15102,69,69,310,1043,336,542,34136,457,0,0,15102,10744,,2148,3.33,A,25010.8,4931
20171231,2017,4,ED,CONSOLIDATED EDISON INC,BBB+,48111,15418,844,797,310,1875,343,559,32686,505,0,0,15418,5495,,3028,4.97,A,26334.5,4931
20180331,2018,1,ED,CONSOLIDATED EDISON INC,BBB+,48900,15654,683,651,311,2680,348,557,33239,428,0,0,15654,5638,,790,1.38,A,24239.34,4931
20180630,2018,2,ED,CONSOLIDATED EDISON INC,BBB+,49064,15648,921,866,311,2684,354,555,33409,188,0,0,15648,5710,,1602,1.98,A,24251.78,4931
20180930,2018,3,ED,CONSOLIDATED EDISON INC,BBB+,49544,15887,245,199,311,2480,359,571,33646,435,0,0,15887,5834,,2457,3.38,A,23695.09,4931
20181231,2018,4,ED,CONSOLIDATED EDISON INC,BBB+,53920,16726,1006,895,321,3216,377,2094,37081,331,0,0,16726,5820,,3251,4.43,A,24543.66,4931
20190331,2019,1,ED,CONSOLIDATED EDISON INC,BBB+,55066,17369,474,406,327,3515,413,2070,37565,424,0,0,17369,5951,,783,1.31,A,27732.87,4931
20190630,2019,2,ED,CONSOLIDATED EDISON INC,BBB+,55602,17709,970,831,332,3189,418,2045,37737,152,0,0,17709,6011,,1613,1.77,A,29109.76,4931
20190930,2019,3,ED,CONSOLIDATED EDISON INC,BBB+,55940,17959,253,78,332,3274,422,2026,37806,472,0,0,17959,6136,,2428,3.2,A,31364.04,4931
20191231,2019,4,ED,CONSOLIDATED EDISON INC,BBB+,58079,18022,1217,981,333,3203,431,2003,39866,295,0,0,18022,6227,,3238,4.09,A,30126.51,4931
20200331,2020,1,ED,CONSOLIDATED EDISON INC,BBB+,59159,18261,1574,1395,334,3378,470,1978,40692,375,0,0,18261,6348,,767,1.13,A,26052,4931
20200630,2020,2,ED,CONSOLIDATED EDISON INC,BBB+,59081,18225,1345,1144,334,3862,476,1956,40640,190,0,0,18225,6337,,1528,1.69,A,24024.62,4931
20200930,2020,3,ED,CONSOLIDATED EDISON INC,BBB+,59595,18494,314,153,334,3885,482,1931,40884,493,0,0,18494,6507,,2346,3.17,A,25985.2,4931
20201231,2020,4,ED,CONSOLIDATED EDISON INC,BBB+,62895,18847,1436,1272,342,3933,492,1906,43830,43,0,0,18847,6475,,3326,3.29,A,24716.34,4931
20210331,2021,1,ED,CONSOLIDATED EDISON INC,BBB+,62299,19033,157,76,342,3456,497,1880,43017,419,0,0,19033,6619,,868,1.23,A,25581.6,4931
20210630,2021,2,ED,CONSOLIDATED EDISON INC,BBB+,62919,19743,1178,1067,353,2509,503,1786,42866,165,0,0,19743,6634,,1781,1.7,A,25317.16,4931
20210930,2021,3,ED,CONSOLIDATED EDISON INC,BBB+,62938,20037,215,66,354,1589,511,1763,42561,538,0,0,20037,6835,,2697,3.23,A,25696.86,4931
20100331,2010,1,CMS,CMS ENERGY CORP,BB+,15226,2658,778,755,228,720,172,0,12285,88,283,0,2941,458,,190,0.38,A,3524.88,4931
20100630,2010,2,CMS,CMS ENERGY CORP,BB+,15051,2709,558,536,228.3,653,131,0,12058,82,284,0,2993,493,,424,0.8,A,3344.595,4931
20100930,2010,3,CMS,CMS ENERGY CORP,BB+,15571,2821,719,696,229.6,1031,133,0,12705,145,45,0,2866,453,,611,1.38,A,4137.392,4931
20101231,2010,4,CMS,CMS ENERGY CORP,BB+,15616,2793,270,247,249.628,750,140,0,12779,25,44,0,2837,487,,821,1.5,A,4643.0808,4931
20110331,2011,1,CMS,CMS ENERGY CORP,BB+,15642,2887,831,801,250.8,1275,162,0,12711,135,44,0,2931,593,,191,0.53,A,4925.712,4931
20110630,2011,2,CMS,CMS ENERGY CORP,BB+,15945,2958,1023,994,251.8,1123,122,0,12943,100,44,0,3002,815,,399,0.93,A,4957.942,4931
20110930,2011,3,CMS,CMS ENERGY CORP,BB+,15958,3043,652,623,252,1140,120,0,12871,139,44,0,3087,917,,624,1.49,A,4987.08,4931
20111231,2011,4,CMS,CMS ENERGY CORP,BB+,16452,3028,188,161,254.1,1057,142,0,13380,41,44,0,3072,1081,,882,1.65,A,5610.528,4931
20120331,2012,1,CMS,CMS ENERGY CORP,BB+,16160,3049,387,358,257.4,837,172,0,13067,67,44,0,3093,1101,,294,0.23,A,5662.8,4931
20120630,2012,2,CMS,CMS ENERGY CORP,BB+,16293,3111,215,187,263.7,653,130,0,13138,100,44,0,3155,1134,,575,0.61,A,6196.95,4931
20120930,2012,3,CMS,CMS ENERGY CORP,BB+,16608,3196,159,128,263.9,510,138,0,13368,148,44,0,3240,1200,,861,1.18,A,6214.845,4931
20121231,2012,4,CMS,CMS ENERGY CORP,BB+,17131,3194,122,93,264.072,651,158,0,13893,67,44,0,3238,1058,,1227,1.43,A,6438.0754,4931
20130331,2013,1,CMS,CMS ENERGY CORP,BB+,17269,3306,615,586,265.7,732,181,0,13919,144,44,0,3350,1140,,274,0.55,A,7423.658,4931
20130630,2013,2,CMS,CMS ENERGY CORP,BB+,17429,3323,566,537,265.9,758,137,0,14069,80,37,0,3360,1157,,580,0.85,A,7224.503,4931
20130930,2013,3,CMS,CMS ENERGY CORP,BB+,16986,3396,292,260,266,532,145,0,13553,126,37,0,3433,1396,,900,1.32,A,7001.12,4931
20131231,2013,4,CMS,CMS ENERGY CORP,BB+,17416,3454,204,172,266.137,732,165,0,13925,102,37,0,3491,1656,,1325,1.71,A,7124.4875,4931
20140331,2014,1,CMS,CMS ENERGY CORP,BB+,17924,3618,789,758,268.4,666,199,0,14269,204,37,0,3655,1686,,304,0.77,A,7858.752,4931
20140630,2014,2,CMS,CMS ENERGY CORP,BB+,17719,3645,389,358,275,439,151,0,14037,83,37,0,3682,1715,,663,1.07,A,8566.25,4931
20140930,2014,3,CMS,CMS ENERGY CORP,BB+,18381,3670,530,493,275.1,690,153,0,14674,94,37,0,3707,1787,,1125,1.41,A,8159.466,4931
20141231,2014,4,CMS,CMS ENERGY CORP,BB+,19185,3670,244,207,275.184,600,182,0,15478,96,37,0,3707,1719,,1577,1.76,A,9562.644,4931
20150331,2015,1,CMS,CMS ENERGY CORP,BB+,19198,3802,571,522,276,543,222,0,15359,202,37,0,3839,1869,,348,0.73,A,9635.16,4931
20150630,2015,2,CMS,CMS ENERGY CORP,BB+,19238,3818,517,477,276.7,519,169,0,15383,67,37,0,3855,1956,,675,0.98,A,8810.128,4931
20150930,2015,3,CMS,CMS ENERGY CORP,BB+,19452,3902,202,150,277.1,809,173,0,15513,148,37,0,3939,2036,,1102,1.51,A,9787.172,4931
20151231,2015,4,CMS,CMS ENERGY CORP,BB+,20340,3938,285,266,277.163,955,186,0,16365,106,37,0,3975,2073,,1564,1.9,A,10000.041,4931
20160331,2016,1,CMS,CMS ENERGY CORP,BB+,20037,4109,205,177,279.2,950,238,0,15891,164,37,0,4146,2133,,407,0.59,A,11849.248,4931
20160630,2016,2,CMS,CMS ENERGY CORP,BB+,20463,4156,403,385,279.3,918,176,0,16270,124,37,0,4193,2200,,817,1.04,A,12808.698,4931
20160930,2016,3,CMS,CMS ENERGY CORP,BB+,20842,4259,367,339,279.1,1080,183,0,16546,186,37,0,4296,2304,,1224,1.71,A,11724.991,4931
20161231,2016,4,CMS,CMS ENERGY CORP,BB+,21622,4253,254,235,279.206,1284,214,0,17332,77,37,0,4290,2360,,1672,1.99,A,11620.5537,4931
20170331,2017,1,CMS,CMS ENERGY CORP,BB+,21623,4370,463,433,280,812,262,0,17216,199,37,0,4407,2462,,365,0.71,A,12527.2,4931
20170630,2017,2,CMS,CMS ENERGY CORP,BB+,21867,4449,435,418,281.6,840,197,0,17381,92,37,0,4486,2511,,746,1.04,A,13024,4931
20170930,2017,3,CMS,CMS ENERGY CORP,BB+,22120,4535,169,142,281.6,1210,193,0,17548,172,37,0,4572,2589,,1208,1.65,A,13043.712,4931
20171231,2017,4,CMS,CMS ENERGY CORP,BB+,23050,4441,199,182,281.647,1273,229,0,18572,-3,37,0,4478,1356,,1665,1.64,A,13321.9031,4931
20180331,2018,1,CMS,CMS ENERGY CORP,BB+,22868,4596,221,195,282.5,1286,279,0,18235,241,37,0,4633,1412,,422,0.86,A,12794.425,4931
20180630,2018,2,CMS,CMS ENERGY CORP,BB+,23312,4672,494,477,283.2,1216,204,0,18603,139,37,0,4709,1446,,872,1.35,A,13389.696,4931
20180930,2018,3,CMS,CMS ENERGY CORP,BB+,23913,4749,365,323,283.3,2250,206,0,19127,169,37,0,4786,1483,,1572,1.95,A,13881.7,4931
20181231,2018,4,CMS,CMS ENERGY CORP,BB+,24529,4755,174,153,283.374,1093,244,0,19737,108,37,0,4792,1586,,2074,2.33,A,14069.5191,4931
20190331,2019,1,CMS,CMS ENERGY CORP,BB+,24793,4858,267,234,283.7,882,298,0,19898,213,37,0,4895,1642,,481,0.75,A,15756.698,4931
20190630,2019,2,CMS,CMS ENERGY CORP,BB+,25292,4851,334,312,283.8,1087,216,0,20404,93,37,0,4888,1665,,973,1.08,A,16434.858,4931
20190930,2019,3,CMS,CMS ENERGY CORP,BB+,26009,4957,432,403,283.8,1083,215,0,21015,207,37,0,4994,1704,,1570,1.81,A,18149.01,4931
20191231,2019,4,CMS,CMS ENERGY CORP,BB+,26837,5018,157,140,283.864,1229,263,0,21782,167,37,0,5055,1775,,2104,2.4,A,17838.0138,4931
20200331,2020,1,CMS,CMS ENERGY CORP,BB+,27447,5185,861,834,286.2,1721,315,0,22225,243,37,0,5222,1841,,523,0.8,A,16814.25,4931
20200630,2020,2,CMS,CMS ENERGY CORP,BB+,28581,5214,1604,1587,286.3,1744,222,0,23330,136,37,0,5251,1881,,946,1.25,A,16725.646,4931
20200930,2020,3,CMS,CMS ENERGY CORP,BB+,29280,5320,558,519,286.3,1799,226,0,23382,218,578,0,5898,1937,,1697,1.97,A,17581.683,4931
20201231,2020,4,CMS,CMS ENERGY CORP,BB+,29666,5496,185,168,288.94,1515,281,0,23589,158,581,0,6077,1978,,2317,2.65,A,17628.2294,4931
20210331,2021,1,CMS,CMS ENERGY CORP,BB+,29723,5727,524,496,289.5,1506,338,0,23421,349,575,0,6302,2040,,437,1.09,A,17723.19,4931
20210630,2021,2,CMS,CMS ENERGY CORP,BB+,29953,5797,171,153,289.7,589,244,0,23587,176,569,0,6366,2079,,878,1.64,A,17115.476,4931
20210930,2021,3,CMS,CMS ENERGY CORP,BB+,30513,5866,132,102,289.7,585,250,0,23860,189,787,0,6653,2127,,1442,2.18,A,17303.781,4931
20100131,2010,1,COO,COOPER COS INC (THE),A,2521.4,1552.056,1.822,1.822,45.413,19.14,22.905,1369.73,969.344,20.423,0,0,1552.056,15.046,107.521,12.911,0.45,A,1603.9872,3851
20100430,2010,2,COO,COOPER COS INC (THE),A,2509.225,1542.728,9.829,9.829,45.573,13.567,23.992,1376.041,966.497,4.455,0,0,1542.728,12.576,119.19,24.119,0.55,A,1772.334,3851
20100731,2010,3,COO,COOPER COS INC (THE),A,2503.04,1594.111,3.24,3.24,45.662,22.298,23.888,1375.016,908.929,39.727,0,0,1594.111,15.205,119.653,40.988,1.42,A,1774.4253,3851
20101031,2010,4,COO,COOPER COS INC (THE),A,2525.018,1666.776,3.573,3.573,45.827,19.159,23.215,1376.153,858.242,48.198,0,0,1666.776,20.202,120.26,73.757,2.48,A,2261.1042,3851
20110131,2011,1,COO,COOPER COS INC (THE),A,2571.938,1722.299,3.32,3.32,46.191,15.486,22.894,1399.114,849.639,39.215,0,0,1722.299,20.202,122.98,28.785,0.85,A,2648.5919,3851
20110430,2011,2,COO,COOPER COS INC (THE),A,2625.192,1810.326,8.43,8.43,46.933,29.097,23.511,1405.853,814.866,35.36,0,0,1810.326,20.958,136.772,52.016,1.61,A,3515.2817,3851
20110731,2011,3,COO,COOPER COS INC (THE),A,2615.334,1887.678,7.872,7.872,47.735,38.735,25.405,1396.14,727.656,44.217,0,0,1887.678,18.964,145.344,71.156,2.55,A,3651.2502,3851
20111031,2011,4,COO,COOPER COS INC (THE),A,2624.518,1937.488,5.175,5.175,47.846,52.979,26.339,1404.908,687.03,56.638,0,0,1937.488,20.127,141.423,103.665,3.74,A,3315.7278,3851
20120131,2012,1,COO,COOPER COS INC (THE),A,2599.267,1937.357,7.681,7.681,47.355,39.191,25.816,1394.903,661.91,54.623,0,0,1937.357,18.628,143.173,19.953,1.15,A,3416.1897,3851
20120430,2012,2,COO,COOPER COS INC (THE),A,2628.561,2037.956,7.745,7.745,48.141,44.216,26.754,1393.521,590.605,54.921,0,0,2037.956,19.008,149.992,43.057,2.3,A,4244.592,3851
20120731,2012,3,COO,COOPER COS INC (THE),A,2883.918,2074.468,12.732,12.732,47.893,25.858,27.825,1580.851,787.272,66.875,0,0,2074.468,30.748,152.944,67.141,3.69,A,3604.4272,3851
20121031,2012,4,COO,COOPER COS INC (THE),A,2941.384,2192.751,12.84,12.84,48.44,25.284,30.819,1585.03,728.226,71.92,0,0,2192.751,30.971,165.682,99.779,5.18,A,4649.2712,3851
