datadate,fyearq,fqtr,tic,conm,rating,atq,ceqq,cheq,chq,cshoq,dlcq,dpq,intanq,ltq,niq,pstkq,pstkrq,seqq,txditcq,xsgaq,capxy,epspxy,costat,mkvaltq,sic
20140630,2014,2,AOS,SMITH (A.O.),,2430.7,1356.7,496.6,393.7,90.033,14.2,14.8,750.9,1074,57.3,0,0,1356.7,,137.4,50.8,1.15,A,4463.8361,3630
20140930,2014,3,AOS,SMITH (A.O.),,2486.8,1375.2,523.7,400.5,89.546,13.8,14.8,743.6,1111.6,50.6,0,0,1375.2,,145.5,66,1.71,A,4233.7349,3630
20141231,2014,4,AOS,SMITH (A.O.),,2515.3,1381.3,541.9,319.4,89.4,13.7,15.4,737.3,1134,53.2,0,0,1381.3,21.4,158.3,86.1,2.3,A,5043.054,3630
20150331,2015,1,AOS,SMITH (A.O.),,2565.3,1405.1,574.9,284.1,89.2,48.6,15.6,727.9,1160.2,58.4,0,0,1405.1,,147.2,14.9,0.65,A,5856.872,3630
20150630,2015,2,AOS,SMITH (A.O.),,2589.8,1436.5,552.4,248.1,88.878,13.4,16,725.3,1153.3,71.1,0,0,1436.5,,159.4,31,1.45,A,6397.4384,3630
20150930,2015,3,AOS,SMITH (A.O.),,2600.2,1422.4,606.4,282.9,88.021,13.1,15.7,717.6,1177.8,73.6,0,0,1422.4,,149,53.1,2.28,A,5738.089,3630
20151231,2015,4,AOS,SMITH (A.O.),,2646.5,1442.3,645.2,323.6,87.948,12.9,15.7,711.9,1204.2,79.8,0,0,1442.3,21.3,155.1,72.7,3.19,A,6737.6963,3630
20160331,2016,1,AOS,SMITH (A.O.),,2650.6,1478.5,640.8,305.5,87.544,13.2,16.2,711.9,1172.1,73.5,0,0,1478.5,,159.4,19.4,0.84,A,6680.4826,3630
20160630,2016,2,AOS,SMITH (A.O.),,2672.2,1480.7,667.2,287.4,87.246,7.4,15.9,708.8,1191.5,87.1,0,0,1480.7,,160,37.7,1.83,A,7687.2451,3630
20160930,2016,3,AOS,SMITH (A.O.),,2824.4,1525.6,678.8,269.3,86.957,7.3,16.6,803.6,1298.8,83.2,0,0,1525.6,,164.7,58.7,2.78,A,8590.482,3630
20161231,2016,4,AOS,SMITH (A.O.),,2891,1515.3,754.6,330.4,173.441,7.2,16.4,799.8,1375.7,82.7,0,0,1515.3,,174.8,80.7,1.87,A,8212.4314,3630
20170331,2017,1,AOS,SMITH (A.O.),,2940.2,1566.4,722.3,293.4,173.036,7.2,16.9,796.9,1373.8,87.7,0,0,1566.4,,183.2,16.8,0.51,A,8852.5218,3630
20170630,2017,2,AOS,SMITH (A.O.),,2984,1613.7,740.9,306.6,172.539,7.4,17.4,795.4,1370.3,92.4,0,0,1613.7,,178.3,36.3,1.04,A,9719.1219,3630
20170930,2017,3,AOS,SMITH (A.O.),,3104.6,1665.9,767.9,321.9,171.93,7.5,17.6,828.6,1438.7,93.7,0,0,1665.9,,176.8,66.4,1.58,A,10217.7999,3630
20171231,2017,4,AOS,SMITH (A.O.),,3197.3,1648.8,820,346.6,171.663,7.5,18.2,825.4,1548.5,22.7,0,0,1648.8,,184.5,94.2,1.72,A,10519.5086,3630
20180331,2018,1,AOS,SMITH (A.O.),,3106.9,1708.4,679.7,241.9,171.142,7.4,17.9,820.4,1398.5,98.8,0,0,1708.4,,192.9,17.3,0.58,A,10882.9198,3630
20180630,2018,2,AOS,SMITH (A.O.),,3085.3,1730.3,658.4,260,170.607,2.7,17.5,815.5,1355,114.5,0,0,1730.3,,197.2,39.5,1.25,A,10091.4041,3630
20180930,2018,3,AOS,SMITH (A.O.),,3025.2,1756.2,617.8,233,169.951,0,17.8,812.6,1269,104.6,0,0,1756.2,,177.6,58.5,1.86,A,9070.2849,3630
20181231,2018,4,AOS,SMITH (A.O.),,3071.5,1717,645,259.7,168.159,0,18.7,806.1,1354.5,126.3,0,0,1717,,186.1,85.2,2.6,A,7180.3893,3630
20190331,2019,1,AOS,SMITH (A.O.),,3143.5,1749.2,633.3,337.8,167.196,19.1,20.2,803.8,1394.3,89.3,0,0,1749.2,,184.7,20.9,0.53,A,8914.8907,3630
20190630,2019,2,AOS,SMITH (A.O.),,3175.6,1725.1,577.8,281.6,164.403,18.8,18.2,891.6,1450.5,102.1,0,0,1725.1,,178.7,36.5,1.14,A,7753.2455,3630
20190930,2019,3,AOS,SMITH (A.O.),,3067.9,1656.2,513.8,219.4,163.112,19,19.7,886.9,1411.7,87.3,0,0,1656.2,,172.3,50.3,1.68,A,7782.0735,3630
20191231,2019,4,AOS,SMITH (A.O.),,3058,1666.8,551.4,374,162.372,18.8,20.2,884.4,1391.2,91.3,0,0,1666.8,,179.9,64.4,2.24,A,7735.4021,3630
20200331,2020,1,AOS,SMITH (A.O.),,2983,1616.3,551.7,416.1,161.14,18.3,20.1,875.7,1366.7,51.7,0,0,1616.3,,173.8,12.8,0.32,A,6092.7034,3630
20200630,2020,2,AOS,SMITH (A.O.),,2984.2,1658.1,568.7,442.7,161.413,18.3,19.9,873.5,1326.1,67.8,0,0,1658.1,,155.9,24.8,0.74,A,7605.7806,3630
20200930,2020,3,AOS,SMITH (A.O.),,2971.1,1747.1,509,377.9,161.468,17.9,20.7,870.6,1224,105.4,0,0,1747.1,,159.4,36.7,1.39,A,8525.5104,3630
20201231,2020,4,AOS,SMITH (A.O.),,3160.7,1848.3,689.6,573.1,161.77,17.9,19.3,870.7,1312.4,120,0,0,1848.3,,171.2,56.8,2.13,A,8868.2314,3630
20210331,2021,1,AOS,SMITH (A.O.),,3106.8,1849,665.5,578.5,160.456,19.1,19.5,868.2,1257.8,97.7,0,0,1849,,166.5,17.1,0.6,A,10848.4302,3630
20210630,2021,2,AOS,SMITH (A.O.),,3140.2,1816.3,581.9,444.8,159.178,19,19.5,865.9,1323.9,118.2,0,0,1816.3,,173.1,30.7,1.34,A,11470.3667,3630
20210930,2021,3,AOS,SMITH (A.O.),,3300,1896.5,685.2,486.1,159.162,18.5,19,867,1403.5,131.6,0,0,1896.5,,177.6,45.3,2.17,A,9720.0233,3630
20100131,2009,3,SJM,SMUCKER (JM) CO,,7899.432,5240.244,125.561,125.561,119.122,10,27.741,5847.169,2659.188,135.479,0,0,5240.244,139.136,232.981,112.664,3.14,A,7155.6585,2033
20100430,2009,4,SJM,SMUCKER (JM) CO,,7974.853,5326.32,283.57,283.57,119.119,10,29.336,5834.245,2648.533,120.606,0,0,5326.32,1101.506,248.046,136.983,4.15,A,7274.5973,2033
20100731,2010,1,SJM,SMUCKER (JM) CO,,8419.104,5395.108,579.848,522.773,119.5,10,29.36,5814.075,3023.996,102.881,0,0,5395.108,1104.285,221.758,26.946,0.86,A,7340.885,2033
20101031,2010,2,SJM,SMUCKER (JM) CO,,8553.35,5504.009,535.549,487.463,119.529,0,27.286,5796.792,3049.341,149.726,0,0,5504.009,1103.991,241.322,62.073,2.12,A,7683.3241,2033
20110131,2010,3,SJM,SMUCKER (JM) CO,,8358.748,5363.301,588.182,549.583,115.976,0,26.829,5763.989,2995.447,131.995,0,0,5363.301,1104.498,232.84,111.133,3.23,A,7209.0682,2033
20110430,2010,4,SJM,SMUCKER (JM) CO,,8324.585,5292.363,338.445,319.845,114.172,0,28.751,5752.756,3032.222,94.88,0,0,5292.363,1042.823,241.038,180.08,4.06,A,8570.892,2033
20110731,2011,1,SJM,SMUCKER (JM) CO,,8782.023,5348.254,102.475,102.475,114.384,306.7,27.569,6036.474,3433.769,111.523,0,0,5348.254,1038.319,236.787,67.632,0.98,A,8912.8013,2033
20111031,2011,2,SJM,SMUCKER (JM) CO,,9215.42,5363.349,496.288,496.288,113.852,0,28.227,5997.048,3852.071,127.247,0,0,5363.349,1031.28,257.161,135.707,2.09,A,8768.881,2033
20120131,2011,3,SJM,SMUCKER (JM) CO,,9235.874,5384.14,370.428,370.428,113.256,0,27.96,6267.491,3851.734,116.844,0,0,5384.14,1029.921,247.047,196.891,3.12,A,8922.3077,2033
20120430,2011,4,SJM,SMUCKER (JM) CO,,9115.226,5163.386,229.708,229.708,110.285,50,36.61,6241.625,3951.84,104.13,0,0,5163.386,992.692,239.748,274.244,4.06,A,8781.9946,2033
20120731,2012,1,SJM,SMUCKER (JM) CO,,9262.11,5223.453,311.474,311.474,110.438,50,60.245,6215.271,4038.657,110.863,0,0,5223.453,995.391,232.216,46.282,1,A,8481.6384,2033
20121031,2012,2,SJM,SMUCKER (JM) CO,,9188.753,5152.747,203.555,203.555,108.459,50,60.123,6191.605,4036.006,148.847,0,0,5152.747,996.874,257.187,98.458,2.37,A,9288.4288,2033
20130131,2012,3,SJM,SMUCKER (JM) CO,,9184.454,5260.236,438.814,438.814,108.483,50,60.026,6167.77,3924.218,154.168,0,0,5260.236,999.324,251.016,146.539,3.78,A,9614.8483,2033
20130430,2012,4,SJM,SMUCKER (JM) CO,,9031.8,5148.8,256.4,256.4,106.487,50,60.106,6142.3,3883,130.322,0,0,5148.8,987.2,233.481,206.5,5,A,10992.653,2033
20130731,2013,1,SJM,SMUCKER (JM) CO,,9033.9,5075.1,157.5,157.5,105.13,235,62.1,6115.3,3958.8,126.6,0,0,5075.1,979.8,250.2,36.3,1.19,A,11829.2276,2033
20131031,2013,2,SJM,SMUCKER (JM) CO,,9246,5167.9,150.5,150.5,105.139,357,64.2,6176.9,4078.1,153.4,0,0,5167.9,999.8,270.3,83.4,2.65,A,11692.5082,2033
20140131,2013,3,SJM,SMUCKER (JM) CO,,8989,5204.8,168.6,168.6,104.544,150,65,6145.1,3784.2,166.7,0,0,5204.8,1004.4,250.3,148.9,4.24,A,10076.9962,2033
20140430,2013,4,SJM,SMUCKER (JM) CO,,9072.1,5029.6,153.5,153.5,101.697,348.4,65.1,6122.5,4042.5,118.5,0,0,5029.6,1020.7,218,279.5,5.42,A,9832.066,2033
20140731,2014,1,SJM,SMUCKER (JM) CO,,9250.2,5084.4,149.4,149.4,101.817,470,63.2,6098.3,4165.8,116,0,0,5084.4,1019.9,253.4,49,1.14,A,10145.0459,2033
20141031,2014,2,SJM,SMUCKER (JM) CO,,9334.8,5165,105.3,105.3,101.833,545.9,63.1,6146.3,4169.8,158.3,0,0,5165,1028.2,252.4,113.7,2.69,A,10590.632,2033
20150131,2014,3,SJM,SMUCKER (JM) CO,,9095.6,5224.2,111.7,111.7,101.763,288,63.1,6108.8,3871.4,160.9,0,0,5224.2,1025.6,237.3,162.1,4.28,A,10496.8535,2033
20150430,2014,4,SJM,SMUCKER (JM) CO,,16882.6,7086.9,125.6,125.6,119.577,226,79,12960.1,9795.7,-90.3,0,0,7086.9,2473.3,288.2,247.7,3.33,A,13861.3658,2033
20150731,2015,1,SJM,SMUCKER (JM) CO,,16758.4,7130,133.6,133.6,119.667,302.6,108.7,12893.1,9628.4,136.4,0,0,7130,2522.2,387.6,53,1.14,A,13365.6072,2033
20151031,2015,2,SJM,SMUCKER (JM) CO,,16694.8,7233.2,139,139,119.677,370,107.7,12840.9,9461.6,176,0,0,7233.2,2477.3,389.8,117.4,2.61,A,14048.883,2033
20160131,2015,3,SJM,SMUCKER (JM) CO,,16281.5,7325.5,140.5,140.5,119.685,138,107.3,12659.9,8956,185.3,0,0,7325.5,2461.8,381.1,160.8,4.16,A,15357.9792,2033
20160430,2015,4,SJM,SMUCKER (JM) CO,,15984.1,7008.5,109.8,109.8,116.307,284,106.4,12585.5,8975.6,191,0,0,7008.5,2230.3,351.8,201.4,5.77,A,14768.6629,2033
20160731,2016,1,SJM,SMUCKER (JM) CO,,16061.8,7095.9,125.4,109.6,116.421,306,105.7,12525.1,8965.9,170,0,0,7095.9,2245.1,356,50.2,1.46,A,17947.4614,2033
20161031,2016,2,SJM,SMUCKER (JM) CO,,16058.2,7180.1,137.9,121.8,116.436,406,104.8,12467.3,8878.1,177.3,0,0,7180.1,2245,363.1,84,2.98,A,15289.2112,2033
20170131,2016,3,SJM,SMUCKER (JM) CO,,15811.7,7241.9,155,139.6,116.443,142,104.3,12346.7,8569.8,134.6,0,0,7241.9,2246.3,337.2,136.6,4.14,A,15818.7816,2033
20170430,2016,4,SJM,SMUCKER (JM) CO,,15639.7,6850.2,208.6,166.8,113.44,953,104.2,12227,8789.5,110.4,0,0,6850.2,2167,334.4,192.4,5.11,A,14375.1168,2033
20170731,2017,1,SJM,SMUCKER (JM) CO,,15641.6,6931.9,193.6,183.2,113.6,783.2,106,12196.4,8709.7,126.8,0,0,6931.9,2170.1,348.8,69.6,1.12,A,13847.84,2033
20171031,2017,2,SJM,SMUCKER (JM) CO,,15702,7036.3,198.4,180.3,113.6,963.5,102.2,12137.6,8665.7,194.6,0,0,7036.3,2172.2,359.5,130,2.83,A,12047.28,2033
20180131,2017,3,SJM,SMUCKER (JM) CO,,15329.2,7804.2,198.4,186.2,113.6,254,103.7,11920.2,7525,831.3,0,0,7804.2,1380.6,330.6,210.3,10.15,A,14414.704,2033
20180430,2017,4,SJM,SMUCKER (JM) CO,,15301.2,7891.1,203.5,192.6,113.573,144,101.2,11858.7,7410.1,185.9,0,0,7891.1,1377.2,316.3,321.9,11.79,A,12956.4078,2033
20180731,2018,1,SJM,SMUCKER (JM) CO,,17513,7930.8,226.6,192,113.8,530,111.9,13717,9582.2,133,0,0,7930.8,1550.2,383.3,101.3,1.17,A,12645.456,2033
20181031,2018,2,SJM,SMUCKER (JM) CO,,17174.2,8030,189.8,171.2,113.8,390,111.2,13400.2,9144.2,188.5,0,0,8030,1525.3,382.4,179.1,2.83,A,12326.816,2033
20190131,2018,3,SJM,SMUCKER (JM) CO,,16927.6,8021.6,240.2,206.5,113.8,803.3,110.9,13197.9,8906,121.4,0,0,8021.6,1449.6,373.1,267.2,3.89,A,11935.344,2033
20190430,2018,4,SJM,SMUCKER (JM) CO,,16711.3,7970.5,142,101.3,113.742,1224.5,112.3,13029.7,8740.8,71.5,0,0,7970.5,1398.6,369.8,359.8,4.52,A,13948.1815,2033
20190731,2019,1,SJM,SMUCKER (JM) CO,,16791.6,8007.7,68.6,48.8,114.05,1140.6,109.6,12974.4,8783.9,154.6,0,0,8007.7,1387.2,380.5,73,1.36,A,12681.2195,2033
20191031,2019,2,SJM,SMUCKER (JM) CO,,16791,8095.3,57.4,48.8,114.06,1174.2,111.4,12916.3,8695.7,211.2,0,0,8095.3,1377.6,361.5,136.4,3.21,A,12053.8608,2033
20200131,2019,3,SJM,SMUCKER (JM) CO,,16636.2,8170.4,100.1,74.4,114.041,853.7,112.1,12804.2,8465.8,187.4,0,0,8170.4,1364.2,358.9,192.9,4.85,A,11815.788,2033
20200430,2019,4,SJM,SMUCKER (JM) CO,,16970.4,8190.9,434.3,391.1,114.073,286.7,113.4,12733.5,8779.5,226.3,0,0,8190.9,1351.6,360.4,269.3,6.84,A,13108.1284,2033
20200731,2020,1,SJM,SMUCKER (JM) CO,,16902.3,8345.2,412.2,396.6,114.087,733.8,113.7,12682.3,8557.1,237,0,0,8345.2,1353.9,357.5,76.6,2.08,A,12475.4135,2033
20201031,2020,2,SJM,SMUCKER (JM) CO,,16929.7,8515,420.9,405.6,114.097,1274.9,113.6,12624.6,8414.7,230.8,0,0,8515,1357.1,382.8,129,4.1,A,12801.6834,2033
20210131,2020,3,SJM,SMUCKER (JM) CO,,16429.4,8211.6,507.1,501.5,109.789,962.6,110.5,12116.3,8217.8,261.5,0,0,8211.6,1302.9,371.7,198.7,6.42,A,12780.5375,2033
20210430,2020,4,SJM,SMUCKER (JM) CO,,16284.2,8124.8,345.1,334.3,108.339,1277.8,114.7,12064.8,8159.4,147,0,0,8124.8,1349.3,411.1,306.7,7.79,A,14191.3256,2033
20210731,2021,1,SJM,SMUCKER (JM) CO,,16211.7,8170.3,169.4,168.8,108.36,1160.3,113.9,12006.2,8041.4,153.9,0,0,8170.3,1348.8,324,68,1.42,A,14207.0796,2033
20211031,2021,2,SJM,SMUCKER (JM) CO,,16240.8,8286.4,158.5,155.3,108.363,362.4,115.9,11952.7,7954.4,206,0,0,8286.4,1351.6,347.7,127.2,3.32,A,13313.4782,2033
20100331,2010,1,SNA,SNAP-ON INC,A-,3306.2,1271.8,472.3,472.3,57.81,15.6,18.2,998.4,2018.8,36.8,0,0,1271.8,93,215,5.7,0.64,A,2505.4854,3420
20100630,2010,2,SNA,SNAP-ON INC,A-,3313.3,1248.7,430.8,430.8,58.091,13.6,18.3,968.1,2049,45.3,0,0,1248.7,87.9,224.2,12.3,1.42,A,2376.5028,3420
20100930,2010,3,SNA,SNAP-ON INC,A-,3457.8,1381.3,359.9,359.9,58.15,218.3,18,1005.7,2060.9,46.5,0,0,1381.3,85.7,221.9,22.8,2.22,A,2704.5565,3420
20101231,2010,4,SNA,SNAP-ON INC,A-,3729.4,1388.5,572.2,572.2,58.182,217.6,18.2,991.2,2325,57.9,0,0,1388.5,94.4,229.6,51.1,3.22,A,3291.9376,3420
20110331,2011,1,SNA,SNAP-ON INC,A-,3840,1489.7,517.3,517.3,58.188,217.5,18.3,1016.8,2334.4,56.2,0,0,1489.7,96.6,242.8,18.6,0.97,A,3494.7713,3420
20110630,2011,2,SNA,SNAP-ON INC,A-,3826.5,1566.6,418.2,418.2,58.183,215,18.3,1020.2,2243.6,78,0,0,1566.6,97.9,242.1,33.3,2.31,A,3635.2738,3420
20110930,2011,3,SNA,SNAP-ON INC,A-,3630.1,1557.9,185.7,185.7,58.175,13.9,18.8,998,2055.9,67.8,0,0,1557.9,97.6,232.7,46.6,3.47,A,2582.97,3420
20111231,2011,4,SNA,SNAP-ON INC,A-,3672.9,1530.9,185.6,185.6,58.225,18,19.2,984.1,2125.6,74.3,0,0,1530.9,108.1,231.5,61.2,4.75,A,2947.3495,3420
20120331,2012,1,SNA,SNAP-ON INC,A-,3709.9,1603.4,161.6,161.6,58.104,14,19,993.3,2090,71,0,0,1603.4,110.6,246.6,21.8,1.22,A,3542.6009,3420
20120630,2012,2,SNA,SNAP-ON INC,A-,3741.7,1633.4,173.6,173.6,58.161,14.2,19.2,972.2,2091.8,76.4,0,0,1633.4,112,244.6,39.8,2.53,A,3620.5223,3420
20120930,2012,3,SNA,SNAP-ON INC,A-,3871.9,1739.7,176.1,176.1,58.223,18.7,19,987.4,2115.6,74.1,0,0,1739.7,119.4,242.9,59.5,3.81,A,4184.487,3420
20121231,2012,4,SNA,SNAP-ON INC,A-,3902.3,1802.1,214.5,214.5,58.255,11.5,19.5,994.6,2083.3,84.6,0,0,1802.1,127.1,240.6,79.4,5.26,A,4601.5625,3420
20130331,2013,1,SNA,SNAP-ON INC,A-,3903.2,1829.5,213.6,213.6,58.267,111.4,18.8,985.8,2056.8,82.8,0,0,1829.5,133.8,248.5,14.7,1.42,A,4818.6809,3420
20130630,2013,2,SNA,SNAP-ON INC,A-,3961.5,1878.8,174.7,174.7,58.166,114.9,19.5,1016.1,2065.6,88.4,0,0,1878.8,138.5,254.4,31.4,2.94,A,5198.8771,3420
20130930,2013,3,SNA,SNAP-ON INC,A-,4101,1989.2,182.5,182.5,58.147,117.7,19.4,1029.9,2094.9,84.6,0,0,1989.2,137.9,252.6,50.7,4.4,A,5785.6265,3420
20131231,2013,4,SNA,SNAP-ON INC,A-,4110,2113.2,217.6,217.6,58.116,119.1,19,1029.3,1979.6,94.5,0,0,2113.2,143.8,254.9,70.6,6.02,A,6364.8643,3420
20140331,2014,1,SNA,SNAP-ON INC,A-,4104.1,2186.7,127.8,127.8,58.237,16.4,19.6,1031.4,1900.4,95.9,0,0,2186.7,145.3,257,18.3,1.65,A,6608.7348,3420
20140630,2014,2,SNA,SNAP-ON INC,A-,4228.3,2255.4,115.8,115.8,58.113,46.3,19.7,1059.1,1955.5,106.1,0,0,2255.4,147.1,262.1,41,3.48,A,6887.5528,3420
20140930,2014,3,SNA,SNAP-ON INC,A-,4268.5,2277,124.7,124.7,58.107,58.7,19.7,1035.6,1974,103.7,0,0,2277,148.2,262.8,63.3,5.26,A,7035.5956,3420
20141231,2014,4,SNA,SNAP-ON INC,A-,4310.1,2207.8,132.9,132.9,58.113,62.3,20.5,1014,2084.8,116.2,0,0,2207.8,159.2,266,80.6,7.26,A,7946.3716,3420
20150331,2015,1,SNA,SNAP-ON INC,A-,4262.4,2170.6,114.4,114.4,58.089,78.8,20,977.1,2074.1,110.5,0,0,2170.6,158.7,272.2,18.1,1.9,A,8542.5683,3420
20150630,2015,2,SNA,SNAP-ON INC,A-,4390.7,2298.5,124.6,124.6,58.103,61,20.6,985.8,2074.5,120,0,0,2298.5,160.4,268.2,45.8,3.97,A,9252.9028,3420
20150930,2015,3,SNA,SNAP-ON INC,A-,4491.4,2361,119.2,119.2,58.07,73.6,20.5,994.1,2112.6,116.8,0,0,2361,161,263.3,64.3,5.98,A,8765.0858,3420
20151231,2015,4,SNA,SNAP-ON INC,A-,4486.9,2412.7,92.8,92.8,58.087,22.7,21.4,985.1,2056.2,131.4,0,0,2412.7,169.8,250,80.4,8.24,A,9957.8544,3420
20160331,2016,1,SNA,SNAP-ON INC,A-,4436.4,2517.1,106.3,106.3,58.139,170.8,21,990,1901.3,128.3,0,0,2517.1,14.5,259.9,19.5,2.21,A,9127.2416,3420
20160630,2016,2,SNA,SNAP-ON INC,A-,4505.1,2583.6,119.9,119.9,58.081,174.4,21.7,977.4,1903.5,140.1,0,0,2583.6,13.5,264.8,40.1,4.62,A,9166.3434,3420
20160930,2016,3,SNA,SNAP-ON INC,A-,4600.1,2670.6,117.5,117.5,58.025,182.6,21.2,973.8,1911.5,131.7,0,0,2670.6,13.4,261.5,56.6,6.89,A,8817.479,3420
20161231,2016,4,SNA,SNAP-ON INC,A-,4723.2,2617.2,77.6,77.6,57.95,304.7,21.7,1080.1,2088,146.3,0,0,2617.2,13.1,267.8,74.3,9.4,A,9925.0965,3420
20170331,2017,1,SNA,SNAP-ON INC,A-,4877.8,2747.7,123,123,57.949,267.2,23.1,1100.2,2112,141.6,0,0,2747.7,24.4,277.7,18.6,2.45,A,9774.2578,3420
20170630,2017,2,SNA,SNAP-ON INC,A-,5067.1,2854.9,89,89,57.584,350.2,22.8,1155.5,2194.1,153.2,0,0,2854.9,21.9,279.6,34.4,5.09,A,9098.272,3420
20170930,2017,3,SNA,SNAP-ON INC,A-,5256.2,2921.8,94.1,94.1,57.007,453.4,23.5,1182.3,2316.2,133.4,0,0,2921.8,28.5,281.1,57.3,7.43,A,8494.6131,3420
20171231,2017,4,SNA,SNAP-ON INC,A-,5249.1,2953.9,92,92,56.69,436.4,23.8,1177.8,2276.8,129.5,0,0,2953.9,28.4,276.7,82,9.72,A,9881.067,3420
20180331,2018,1,SNA,SNAP-ON INC,A-,5317.6,3083.9,97.5,97.5,56.595,145.2,24,1193.1,2215.3,163,0,0,3083.9,31.7,293.9,18,2.87,A,8350.0263,3420
20180630,2018,2,SNA,SNAP-ON INC,A-,5272,3093.2,112.3,112.3,56.401,127.6,24,1151.9,2160.4,178.7,0,0,3093.2,27.2,294,38.6,6.04,A,9064.7687,3420
20180930,2018,3,SNA,SNAP-ON INC,A-,5354.8,3164.4,122.2,122.2,56.175,164.5,23.2,1151.7,2170.7,163.2,0,0,3164.4,27.3,280.8,68.5,8.95,A,10313.73,3420
20181231,2018,4,SNA,SNAP-ON INC,A-,5373.1,3098.8,140.9,140.9,55.611,216.3,22.9,1135.1,2254.5,175,0,0,3098.8,41.4,279.6,90.9,12.08,A,8079.7222,3420
20190331,2019,1,SNA,SNAP-ON INC,A-,5490.9,3197.6,156.4,156.4,55.403,163.6,22.6,1131.4,2273.1,177.9,0,0,3197.6,55.1,295.8,20.2,3.21,A,8671.6776,3420
20190630,2019,2,SNA,SNAP-ON INC,A-,5545.4,3288.1,164,164,55.21,190.5,23,1134.9,2236.7,180.4,0,0,3288.1,45.4,283.9,48.2,6.47,A,9144.9844,3420
20190930,2019,3,SNA,SNAP-ON INC,A-,5596.4,3303.8,167.5,167.5,54.846,254.5,22.9,1145.3,2271.2,164.6,0,0,3303.8,45.8,280.4,77.8,9.47,A,8585.5928,3420
20191231,2019,4,SNA,SNAP-ON INC,A-,5693.5,3409.1,184.5,184.5,54.65,225.2,23.9,1157.7,2262.7,170.6,0,0,3409.1,69.3,279.1,99.4,12.59,A,9257.71,3420
20200331,2020,1,SNA,SNAP-ON INC,A-,5564.3,3331.3,185.8,185.8,54.339,180.8,23.8,1132.5,2210.9,137.2,0,0,3331.3,66.3,280,17.2,2.52,A,5913.17,3420
20200630,2020,2,SNA,SNAP-ON INC,A-,6113.5,3486.7,686.2,686.2,54.465,33.1,23.8,1165.5,2604.9,101.2,0,0,3486.7,67.5,245.4,29,4.37,A,7543.9472,3420
20200930,2020,3,SNA,SNAP-ON INC,A-,6267.6,3619,787.5,787.5,54.21,289.4,23.9,1180.1,2626.8,179.7,0,0,3619,63.5,283,39.1,7.69,A,7975.9173,3420
20201231,2020,4,SNA,SNAP-ON INC,A-,6557.3,3824.9,923.4,923.4,54.102,290.5,25.2,1243.2,2710.7,208.9,0,0,3824.9,70.4,297.1,65.6,11.55,A,9259.0163,3420
20210331,2021,1,SNA,SNAP-ON INC,A-,6673.5,3876,904.6,904.6,54.046,290.4,24.7,1416.4,2775.6,192.6,0,0,3876,74.9,312.7,19.3,3.55,A,12470.574,3420
20210630,2021,2,SNA,SNAP-ON INC,A-,6791.6,4003.4,965.9,965.9,53.971,290.4,25.5,1432.8,2766.1,208,0,0,4003.4,81.8,326,37.6,7.4,A,12058.7405,3420
20210930,2021,3,SNA,SNAP-ON INC,A-,6580.9,4047.3,735.5,735.5,53.725,39.4,24.9,1420.6,2511.6,196.2,0,0,4047.3,80.2,319.4,53.8,11.05,A,11225.8388,3420
20100331,2010,1,KEY,KEYCORP,A-,95303,7916,4964,,879.052,2373,88,963,84381,-55,2725,0,10641,,491,21,-0.11,A,6812.653,6020
20100630,2010,2,KEY,KEYCORP,A-,94167,8091,2575,,880.515,3655,85,959,83095,70,2729,0,10820,,510,54,-0.05,A,6771.1604,6020
20100930,2010,3,KEY,KEYCORP,A-,94043,8401,2694,,880.328,3478,81,956,82655,219,2733,0,11134,,493,102,0.14,A,7007.4109,6020
20101231,2010,4,KEY,KEYCORP,A-,91843,8380,1622,,880.608,4682,76,938,80469,320,2737,0,11117,,489,156,0.47,A,7793.3808,6020
20110331,2011,1,KEY,KEYCORP,A-,90438,9134,4245,,953.926,2917,74,1169,80741,263,291,0,9425,,490,30,0.21,A,8470.8629,6020
20110630,2011,2,KEY,KEYCORP,A-,88782,9428,5416,,953.822,2179,69,1183,79045,240,291,0,9719,,493,74,0.47,A,7945.3373,6020
20110930,2011,3,KEY,KEYCORP,A-,89262,9610,5594,,952.808,2247,65,1195,79344,217,291,0,9901,,496,102,0.71,A,5650.1514,6020
20111231,2011,4,KEY,KEYCORP,A-,88785,9614,4213,,953.008,4742,62,934,78863,200,291,0,9905,,496,158,0.92,A,7328.6315,6020
20120331,2012,1,KEY,KEYCORP,A-,87431,9808,4021,,956.102,2170,60,1115,77315,200,291,0,10099,,479,26,0.21,A,8126.867,6020
20120630,2012,2,KEY,KEYCORP,A-,86523,9864,2933,,945.473,2078,59,1169,76347,236,291,0,10155,,481,53,0.44,A,7317.961,6020
20120930,2012,3,KEY,KEYCORP,A-,86950,9960,3182,,936.195,2134,59,1349,76671,219,291,0,10251,,504,93,0.66,A,8182.3443,6020
20121231,2012,4,KEY,KEYCORP,A-,89236,9980,4525,,925.769,2682,62,1354,78927,203,291,0,10271,,530,152,0.87,A,7794.975,6020
20130331,2013,1,KEY,KEYCORP,A-,89198,10049,3702,,922.581,2328,,1339,78819,204,291,0,10340,,493,10,0.21,A,9188.9068,6020
20130630,2013,2,KEY,KEYCORP,A-,90639,9938,4278,,912.883,1945,,1515,80378,204,291,0,10229,,516,34,0.42,A,10078.2283,6020
